Project Title,Administering  IC,Application ID,Project Number,Type,Activity,IC,Serial Number,Support Year,Suffix,Subproject Number ,Contact PI  Person ID,Contact PI / Project Leader,Other PI or Project Leader(s),Organization Name,ARRA Indicator,FY,FY Total Cost ,FY Total Cost  (Sub Projects)
Antimicrobial peptides as models for the evolution of gene duplication,NIGMS,8867660,1K99GM114714-01,1,K99,GM,114714,1,,,10891209,"UNCKLESS, ROBERT L",Not Applicable,CORNELL UNIVERSITY, ,2015,90000,
Exercise as a Buffer Against Stressed-Induced Eating,NIDDK,8765882,1K01DK100498-01A1,1,K01,DK,100498,1,A1,,10214717,"UNICK, JESSICA L",Not Applicable,MIRIAM HOSPITAL, ,2014,145626,
Delivering Hospice and Palliative Care Services to Nursing Home Patients,NIA,8768884,1K23AG048323-01,1,K23,AG,48323,1,,,10834833,"UNROE, KATHLEEN T",Not Applicable,INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS, ,2014,160572,
Gender; Autonomy; and Contraceptive Use Among Young People,NICHD,8765156,1K01HD077064-01A1,1,K01,HD,77064,1,A1,,9956868,"UPADHYAY, USHMA DESAI",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2014,144522,
Community Mobilization and HIV/STI Epidemiology of Female Sex Workers in Mexico,NIDA,8603112,1K01DA036439-01,1,K01,DA,36439,1,,,10885024,"URADA, LIANNE A",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN DIEGO", ,2014,187553,
Super-enhancer structure defines a signature of inflammatory bowel disease (IBD),NIAID,8749475,1K22AI112570-01,1,K22,AI,112570,1,,,11925122,"VAHEDI, GOLNAZ ",Not Applicable,UNIVERSITY OF PENNSYLVANIA, ,2015,161200,
Optic Nerve Aging and Glaucoma,NEI,8425801,1K23EY022949-01,1,K23,EY,22949,1,,,10331733,"VAJARANANT, THASARAT ",Not Applicable,UNIVERSITY OF ILLINOIS AT CHICAGO, ,2013,250197,
Biological characterization of matched primary colorectal carcinomas & metastases,NCI,8635138,1K08CA175150-01A1,1,K08,CA,175150,1,A1,,10535972,"VAKIANI, EFSEVIA ",Not Applicable,SLOAN-KETTERING INST CAN RESEARCH, ,2013,178740,
Midcareer Mentoring Award for Patient-Oriented Research in HIV and Cognition,NIMH,8467495,1K24MH098759-01A1,1,K24,MH,98759,1,A1,,6713286,"VALCOUR, VICTOR ",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2013,179178,
Role of Target-derived FGFs in Maintaining and Repairing Synapses,NINDS,8618387,1K01NS085071-01,1,K01,NS,85071,1,,,8965826,"VALDEZ, GREGORIO ",Not Applicable,VIRGINIA POLYTECHNIC INST AND ST UNIV, ,2013,226356,
Mechanisms of Increased Lung Fibrosis in Males,NHLBI,8508106,1K01HL118712-01,1,K01,HL,118712,1,,,11112813,"VALERA, ISELA CARIDAD",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES, ,2013,118360,
Cancer-Health Disparities in Incarcerated Men,NCI,8949217,1K22CA197066-01,1,K22,CA,197066,1,,,10371159,"VALERA, PAMELA ",Not Applicable,COLUMBIA UNIVERSITY HEALTH SCIENCES, ,2015,192075,
Novel Features of Integrin Antagonism Applied to Renal Dysfunction,NIDDK,8914273,1K01DK101628-01A1,1,K01,DK,101628,1,A1,,11275564,"VAN AGTHOVEN, JOHANNES FRANCISCUS",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL, ,2015,160692,
Resistance to Emerging Androgen Deprivation Therapies in Prostate Cancer,NCI,8766124,1K08CA188615-01,1,K08,CA,188615,1,,,11913350,"VAN ALLEN, ELIEZER M",Not Applicable,DANA-FARBER CANCER INST, ,2014,177120,
Mechanisms of Increased Ambulatory Blood Pressure in Intradialytic Hypertension,NIDDK,8581493,1K23DK096007-01A1,1,K23,DK,96007,1,A1,,9719271,"VAN BUREN, PETER NOEL",Not Applicable,UT SOUTHWESTERN MEDICAL CENTER, ,2013,144612,
Fluoroquinolone resistance in patients with multidrug-resistant tuberculosis,NIAID,8659703,1K08AI106420-01A1,1,K08,AI,106420,1,A1,,10622606,"VAN DER HEIJDEN, YURI F.",Not Applicable,VANDERBILT UNIVERSITY, ,2014,166788,
The effect of vitamin D3 on markers of oxidative stress in boys with X-linked ALD,NINDS,8891985,1K23NS087151-01A1,1,K23,NS,87151,1,A1,,10812643,"VAN HAREN, KEITH ",Not Applicable,STANFORD UNIVERSITY, ,2015,186305,
The role of stimulus properties on past tense acquisition in children with SLI,NIDCD,8765768,1K23DC013291-01A1,1,K23,DC,13291,1,A1,,8710666,"VAN HORNE, AMANDA JEAN OWEN",Not Applicable,UNIVERSITY OF IOWA, ,2014,200446,
Social Connections and Late Life Suicide,NIMH,8580289,1K23MH096936-01A1,1,K23,MH,96936,1,A1,,8893951,"VAN ORDEN, KIMBERLY ALLISON",Not Applicable,UNIVERSITY OF ROCHESTER, ,2013,167514,
Data integration for global population health through dynamic models,NIEHS,9043566,1K01ES026836-01,1,K01,ES,26836,1,,,11803113,"VAN PANHUIS, WILLEM GIJSBERT",Not Applicable,UNIVERSITY OF PITTSBURGH AT PITTSBURGH, ,2015,158156,
Translational Neuroscience of Functional Connectivity in Schizophrenia,NIMH,8949085,1K01MH107763-01,1,K01,MH,107763,1,,,11508686,"VAN SNELLENBERG, JARED XAVIER",Not Applicable,NEW YORK STATE PSYCHIATRIC INSTITUTE, ,2015,186190,
Impact of Environmental Estrogens on Sexually Dimorphic Development of the Mouse Mammary Gland,NIEHS,8949110,1K22ES025811-01,1,K22,ES,25811,1,,,9428282,"VANDENBERG, LAURA N.",Not Applicable,UNIVERSITY OF MASSACHUSETTS AMHERST, ,2015,148035,
Patient Centered Care for Diabetic Macular Edema,NEI,8949622,1K23EY025729-01,1,K23,EY,25729,1,,,11256432,"VANDERBEEK, BRIAN L.",Not Applicable,UNIVERSITY OF PENNSYLVANIA, ,2015,221467,
TEEN HEED:  An Adolescent Peer Led Diabetes Prevention Intervention,NIDDK,8679511,1K23DK101692-01,1,K23,DK,101692,1,,,11236729,"VANGEEPURAM, NITA ",Not Applicable,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI, ,2014,177179,
Functional and pathological correlates of memory self-awareness in aging and AD,NIA,8764157,1K01AG048287-01,1,K01,AG,48287,1,,,10318786,"VANNINI, PATRIZIA ",Not Applicable,BRIGHAM AND WOMEN'S HOSPITAL, ,2014,130810,
HIV/AIDS Stigma Behaviors in Clinical Encounters,NIDA,8658905,1K02DA035122-01A1,1,K02,DA,35122,1,A1,,2055862,"VARAS-DIAZ, NELSON ",Not Applicable,UNIVERSITY OF PUERTO RICO RIO PIEDRAS, ,2014,115533,
Role of the Ndc80 Loop Domain and Cdt1 in Kinetochore Microtubule Attachments,NCI,8567256,1K99CA178188-01,1,K99,CA,178188,1,,,10406289,"VARMA, DILEEP ",Not Applicable,UNIV OF NORTH CAROLINA CHAPEL HILL, ,2013,94810,
Utah Building Interdisciplinary Research Careers in Women's Health Career Development Program,NICHD,8991654,1K12HD085852-01,1,K12,HD,85852,1,,,1889920,"VARNER, MICHAEL W.",Not Applicable,UNIVERSITY OF UTAH, ,2015,378000,
In vivo regulation of lipid flux in the etiology of NAFLD and Insulin Resistance,NIDDK,8891883,1K23DK102874-01A1,1,K23,DK,102874,1,A1,,11077268,"VATNER, DANIEL ",Not Applicable,YALE UNIVERSITY, ,2015,144482,
The Role of Locus Coeruleus in Decision Execution and Adaptive Gain,NIMH,8767205,1K99MH104716-01,1,K99,MH,104716,1,,,10243431,"VAZEY, ELENA ",Not Applicable,MEDICAL UNIVERSITY OF SOUTH CAROLINA, ,2014,71228,
Microenterprise to Improve Child Development in Households Exposed to HIV,NIMH,8992983,1K23MH106362-01A1,1,K23,MH,106362,1,A1,,12165019,"VENKATARAMANI, ATHEENDAR S.",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL, ,2015,186096,
Unraveling glutamine metabolism in gliomas by PET imaging and biochemical methods,NCI,8617905,1K08CA181475-01,1,K08,CA,181475,1,,,11561972,"VENNETI, SRIRAM ",Not Applicable,SLOAN-KETTERING INST CAN RESEARCH, ,2014,80118,
Quantitative Pharmacology for Accelerating Drug Development for HIV/HCV Co-Infected Patients,NIAID,8992704,1K23AI108355-01A1,1,K23,AI,108355,1,A1,,10302009,"VENUTO, CHARLES STANLEY",Not Applicable,UNIVERSITY OF ROCHESTER, ,2015,151381,
Bacterial Translocation and the Intestinal Microbiome in Recurrent Disease Following Liver Transplantation,NIDDK,8967988,1K23DK101827-01A1,1,K23,DK,101827,1,A1,,9805339,"VERNA, ELIZABETH CLARICE",Not Applicable,COLUMBIA UNIVERSITY HEALTH SCIENCES, ,2015,153111,
Lipidomic mapping of the cellular anatomy of brain endocannabinoid metabolism,NIGMS,8628343,1K01GM109315-01,1,K01,GM,109315,1,,,11503388,"VIADER, ANDREU ",Not Applicable,SCRIPPS RESEARCH INSTITUTE, ,2013,121500,
Innovative Smartphone Application for Quitting Smoking among Seriously Mentally I,NIDA,8677529,1K99DA037276-01,1,K99,DA,37276,1,,,11423067,"VILARDAGA, ROGER ",Not Applicable,UNIVERSITY OF WASHINGTON, ,2014,172179,
Transcriptional role of TLE3 in brown adipose tissue development and metabolism,NIDDK,8425638,1K01DK097285-01,1,K01,DK,97285,1,,,7009390,"VILLANUEVA, CLAUDIO J",Not Applicable,UNIVERSITY OF UTAH, ,2013,160164,
Molecular approaches to overcome intrinsic drug resistance in BRAF and NRAS-mutan,NCI,8488046,1K01CA175269-01,1,K01,CA,175269,1,,,10383712,"VILLANUEVA, JESSIE ",Not Applicable,WISTAR INSTITUTE, ,2013,150798,
Quality and Equity in Osteoarthritis: Understanding & Improving Treatment Use,NIAMS,8804044,1K23AR067226-01,1,K23,AR,67226,1,,,11200327,"VINA, ERNEST R",Not Applicable,UNIVERSITY OF ARIZONA, ,2015,121041,
Re-establishment of directional mucociliary transport after epithelial injury,NHLBI,8766096,1K08HL124298-01,1,K08,HL,124298,1,,,10528580,"VINARSKY, VLADIMIR ",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL, ,2014,137087,
Impact of antiretroviral therapy on liver fibrosis in Zambian HIV/HBV patients,FIC,8817006,1K01TW009998-01,1,K01,TW,9998,1,,,11015527,"VINIKOOR, MICHAEL JEFFREY",Not Applicable,UNIV OF NORTH CAROLINA CHAPEL HILL, ,2014,115836,
Rifampicin Malabsorption in HIV+ Patients: Mechanisms and Recovery after HAART,NIAID,8732195,1K23AI102639-01A1,1,K23,AI,102639,1,A1,,10096702,"VINNARD, CHRISTOPHER ",Not Applicable,DREXEL UNIVERSITY, ,2014,120960,
Delineating tumors with resistance to tyrosine kinase therapy via PET imaging,NCI,8791458,1K99CA181492-01A1,1,K99,CA,181492,1,A1,,10740459,"VIOLA, NERISSA THERESE",Not Applicable,SLOAN-KETTERING INST CAN RESEARCH, ,2014,103097,
Maternal Diabetes during Pregnancy and Neurodevelopment in the Offspring,NICHD,8890396,1K99HD080813-01A1,1,K99,HD,80813,1,A1,,11968486,"VIRK, JASVEER ",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES, ,2015,145987,
Early Detection of Scleroderma-Associated Pulmonary Arterial Hypertension,NHLBI,8822018,1K23HL119623-01A1,1,K23,HL,119623,1,A1,,11545014,"VISOVATTI, SCOTT HALL",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,2015,158028,
Nanoengineered Neuroprobes for MRI of Dopamine Transporters in Drug Addiction,NIDA,8822038,1K08DA037465-01A1,1,K08,DA,37465,1,A1,,1874360,"VITALIANO, GORDANA D.",Not Applicable,MCLEAN HOSPITAL, ,2015,182304,
PTEN loss increases efficiency of breast tumor metastasis,NCI,8509159,1K01CA166576-01A1,1,K01,CA,166576,1,A1,,8297746,"VITOLO, MICHELE I",Not Applicable,UNIVERSITY OF MARYLAND BALTIMORE, ,2013,104830,
Novel mechanisms of actin dynamics underlying cell motility; axon growth; and ALS,NINDS,8679681,1K99NS087104-01,1,K99,NS,87104,1,,,9158003,"VITRIOL, ERIC A",Not Applicable,EMORY UNIVERSITY, ,2014,89422,
Organizational and activational effects of sex steroids on child self-regulation,NICHD,8699486,1K99HD077058-01A1,1,K99,HD,77058,1,A1,,9559979,"VOEGTLINE, KRISTIN M",Not Applicable,JOHNS HOPKINS UNIVERSITY, ,2014,126748,
Improving the quality of patient care and outcomes for frequent emergency department visitors,AHRQ,8869249,1K08HS023901-01,1,K08,HS,23901,1,,,10755498,"VOGEL, JODY ANN",Not Applicable,DENVER HEALTH AND HOSPITAL AUTHORITY, ,2015,152109,
Molecular Imaging of Renal Transport and Metabolism using Hyperpolarized C-13 MRI,NIDDK,8701110,1K01DK099451-01A1,1,K01,DK,99451,1,A1,,10447372,"VON MORZE, CORNELIUS ",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2014,164052,
Underlying Molecular Mechanisms of Gliogenesis and Gliomagenesis in the Central Nervous System,NINDS,8950051,1K22NS092767-01,1,K22,NS,92767,1,,,11000861,"VUE, TOU YIA ",Not Applicable,UT SOUTHWESTERN MEDICAL CENTER, ,2015,82184,
Deciding about Dialysis: Improving Decision-Making Among Older Adults with ESRD,NIA,8967751,1K23AG049088-01A1,1,K23,AG,49088,1,A1,,10557024,"WACHTERMAN, MELISSA ",Not Applicable,HARVARD MEDICAL SCHOOL, ,2015,154355,
Developing and testing warning statements about e-cigarettes,NCI,8746034,1K01CA189301-01,1,K01,CA,189301,1,,,9134261,"WACKOWSKI, OLIVIA ",Not Applicable,RBHS-SCHOOL OF PUBLIC HEALTH, ,2014,159530,
Developing Cloud-based tools for Big Neural Data,NIEHS,8830141,1K01ES025436-01,1,K01,ES,25436,1,,,12189366,"WAGENAAR, JOOST B",Not Applicable,UNIVERSITY OF PENNSYLVANIA, ,2014,192201,
Phase I Designs for Combined Immunotherapies in Cancer,NCI,8766260,1K25CA181638-01A1,1,K25,CA,181638,1,A1,,11392516,"WAGES, NOLAN ",Not Applicable,UNIVERSITY OF VIRGINIA, ,2014,155958,
Once Bitten: Detecting the World???s Most Common Vector-Borne Pathogens,NIAID,8677493,1K08AI110528-01,1,K08,AI,110528,1,,,11302170,"WAGGONER, JESSE ",Not Applicable,STANFORD UNIVERSITY, ,2014,179874,
Viral and Host Biomarkers of Human Rhinovirus Disease Severity in Transplantation,NIAID,8804612,1K23AI114844-01,1,K23,AI,114844,1,,,10970854,"WAGHMARE, ALPANA AMALKANT",Not Applicable,SEATTLE CHILDREN'S HOSPITAL, ,2015,175987,
A Framework to Enhance Decision Support by Invoking NLP: Methods and Applications,NLM,8633838,1K99LM011575-01A1,1,K99,LM,11575,1,A1,,11387121,"WAGHOLIKAR, KAVISHWAR B.",Not Applicable,MAYO CLINIC ROCHESTER, ,2014,96232,
Alcohol Epidemiology and Pilot Intervention to Reduce Alcohol; IPV and HIV in Women in Uganda,NIAAA,8993558,1K01AA024068-01A1,1,K01,AA,24068,1,A1,,10466772,"WAGMAN, JENNIFER ANN",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN DIEGO", ,2015,181758,
Modeling Photoreceptor Development and Disease Using Human Pluripotent Stem Cells,NEI,8764475,1K99EY024648-01,1,K99,EY,24648,1,,,7349285,"WAHLIN, KARL J",Not Applicable,JOHNS HOPKINS UNIVERSITY, ,2014,89986,
Brain G-alpha subunit protein mediated neural control of blood pressure,NHLBI,8441295,1K02HL112718-01A1,1,K02,HL,112718,1,A1,,9792135,"WAINFORD, RICHARD DAVID",Not Applicable,BOSTON UNIVERSITY MEDICAL CAMPUS, ,2013,101049,
Defining an Electrophysiological Phenotype of ALS Patient-Derived Motor Neurons,NINDS,8699914,1K08NS082364-01A1,1,K08,NS,82364,1,A1,,10114222,"WAINGER, BRIAN JASON",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL, ,2014,193536,
The interaction of IDO and Tregs Leads to Immunosuppression in Glioma,NINDS,8487648,1K99NS082381-01,1,K99,NS,82381,1,,,10369953,"WAINWRIGHT, DEREK ALAN",Not Applicable,UNIVERSITY OF CHICAGO, ,2013,86293,
Neural Correlates of Discrimination and Generalization in Recognition Memory,NIA,8581291,1K99AG043557-01A1,1,K99,AG,43557,1,A1,,9647632,"WAIS, PETER EDWARD",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2013,133110,
Development of a Metabolite Signature of Metformin Prevention for Type 2 Diabetes,NIDDK,8821073,1K23DK099249-01A1,1,K23,DK,99249,1,A1,,10742043,"WALFORD, GEOFFREY A.",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL, ,2014,143942,
Patient-Reported Outcomes and Quality Assessment in Surgery,AHRQ,8747707,1K08HS023313-01,1,K08,HS,23313,1,,,11655033,"WALJEE, JENNIFER FILIP",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,2014,154904,
Novel mechanisms for cerebral artery dysfunction with aging,NIA,8617623,1K01AG046326-01,1,K01,AG,46326,1,,,8957678,"WALKER, ASHLEY ELIZABETH",Not Applicable,UNIVERSITY OF UTAH, ,2014,132570,
Atrial Fibrillation in Sepsis: Patient Outcomes and Provider Practice Patterns,NHLBI,8425628,1K01HL116768-01,1,K01,HL,116768,1,,,9182444,"WALKEY, ALLAN J.",Not Applicable,BOSTON UNIVERSITY MEDICAL CAMPUS, ,2013,133949,
Understanding Regional Critical Care Delivery in Acute Respiratory Failure,NHLBI,8819207,1K08HL122478-01A1,1,K08,HL,122478,1,A1,,10526885,"WALLACE, DAVID JOHN",Not Applicable,UNIVERSITY OF PITTSBURGH AT PITTSBURGH, ,2015,126756,
Mechanical Protection of Pathological Collagen Synthesis,NIAMS,8967052,1K25AR067221-01A1,1,K25,AR,67221,1,A1,,8265569,"WALLACE, JOSEPH MICHAEL",Not Applicable,INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS, ,2015,139671,
Statistical Methods for Developing RDoC-based Multidimensional Profiles,NIMH,8507978,1K01MH096944-01A1,1,K01,MH,96944,1,A1,,10459656,"WALLACE, MEREDITH JOANNE LOTZ",Not Applicable,UNIVERSITY OF PITTSBURGH AT PITTSBURGH, ,2013,118652,
Integrative Data Analysis of HIV Prevention Trials,NIMH,8465694,1K01MH099956-01,1,K01,MH,99956,1,,,11348573,"WALSH, JENNIFER LYNN",Not Applicable,MIRIAM HOSPITAL, ,2013,162449,
Dissecting epigenetic transitions at enhancer elements during cardiac development,NHLBI,8790874,1K99HL122514-01A1,1,K99,HL,122514,1,A1,,10289611,"WAMSTAD, JOSEPH ALAN",Not Applicable,MASSACHUSETTS INSTITUTE OF TECHNOLOGY, ,2014,99091,
Defining BMP-responsive lncRNA for bone regeneration,NIDCR,8678778,1K08DE024269-01,1,K08,DE,24269,1,,,9783074,"WAN, DERRICK ",Not Applicable,STANFORD UNIVERSITY, ,2014,126495,
Role of Vascular Ion Channels in Heart Failure and Cardiovascular Diseases,NHLBI,8821734,1K08HL122526-01A1,1,K08,HL,122526,1,A1,,7822598,"WAN, ELAINE Y",Not Applicable,COLUMBIA UNIVERSITY HEALTH SCIENCES, ,2015,130842,
Characterization of long non-coding RNAs in the DNA damage response,NCI,8748791,1K99CA187564-01,1,K99,CA,187564,1,,,11658830,"WAN, GUOHUI ",Not Applicable,UNIVERSITY OF TX MD ANDERSON CAN CTR, ,2014,98506,
A Novel Oncogenic Role for Cdc20 Implications in Adult T Cell Leukemia Treatment,NCI,8791273,1K99CA183914-01A1,1,K99,CA,183914,1,A1,,11812432,"WAN, LIXIN ",Not Applicable,BETH ISRAEL DEACONESS MEDICAL CENTER, ,2014,169668,
CRF and Stress Modulation of Phasic Dopamine Release and Behavior,NIDA,8508006,1K99DA033386-01A1,1,K99,DA,33386,1,A1,,8399071,"WANAT, MATTHEW J.",Not Applicable,UNIVERSITY OF WASHINGTON, ,2013,108051,
Circulating MicroRNAs and Hyperglycemia,NIDDK,8963142,1K08DK103945-01A1,1,K08,DK,103945,1,A1,,10943114,"WANDER, LUKE ",Not Applicable,UNIVERSITY OF WASHINGTON, ,2015,147903,
Academic Science Education and Research Training,NIGMS,8549630,2K12GM088021-06,2,K12,GM,88021,6,,,1883514,"WANDINGER-NESS, ANGELA ",Not Applicable,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR, ,2014,774636,
Neurobehavioral Study of Warnings for Adolescents at Risk for Nicotine Dependence,NICHD,8949170,1K99HD084746-01,1,K99,HD,84746,1,,,11950614,"WANG, AN-LI ",Not Applicable,UNIVERSITY OF PENNSYLVANIA, ,2015,131406,
Wnt signaling in hepatocyte homeostasis,NIDDK,8821535,1K08DK101603-01A1,1,K08,DK,101603,1,A1,,10265829,"WANG, BRUCE MAO ZHENG",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2015,157072,
Mentoring and Research in Patient-Oriented Integrative Medicine,NCCAM,8635655,1K24AT007323-01A1,1,K24,AT,7323,1,A1,,7053057,"WANG, CHENCHEN ",Not Applicable,TUFTS MEDICAL CENTER, ,2014,168456,
A culturally-tailored narrative intervention to target disparities in obesity,NIDDK,8748684,1K01DK102447-01,1,K01,DK,102447,1,,,11785050,"WANG, MONICA L.",Not Applicable,BOSTON UNIVERSITY MEDICAL CAMPUS, ,2014,133712,
The role of ROCKs in stroke recovery,NICHD,8424609,1K08HD074668-01,1,K08,HD,74668,1,,,9809323,"WANG, QING MEI",Not Applicable,SPAULDING REHABILITATION HOSPITAL, ,2013,137160,
Converting More Brown Adipocytes From Resting to Active State,NIDDK,9014023,1K01DK107788-01,1,K01,DK,107788,1,,,10570693,"WANG, QIONG ",Not Applicable,UT SOUTHWESTERN MEDICAL CENTER, ,2015,111963,
Advancing the Quality of Emergency Department Renal Stone Management,AHRQ,8581931,1K08HS021281-01A1,1,K08,HS,21281,1,A1,,9831327,"WANG, RALPH C.",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2013,152359,
Methods for studying treatment heterogeneity using large observational databases,AHRQ,8519813,1K99HS022193-01,1,K99,HS,22193,1,,,11470412,"WANG, SHIRLEY ",Not Applicable,BRIGHAM AND WOMEN'S HOSPITAL, ,2013,151728,
Development and Evaluation of a Decision Analysis Based Decision Aid,AHRQ,8869933,1K01HS023900-01,1,K01,HS,23900,1,,,11587205,"WANG, SHIYI ",Not Applicable,YALE UNIVERSITY, ,2015,144845,
Protecting the pRivacy Of Genomes in Research StudieS (PROGRESS),NHGRI,8804836,1K99HG008175-01,1,K99,HG,8175,1,,,11401707,"WANG, SHUANG ",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN DIEGO", ,2014,89869,
Regulation of Type 1 Interferon Production by Autoimmunity-Associated PTPN22,NIAMS,8350900,1K99AR063216-01,1,K99,AR,63216,1,,,10243859,"WANG, YAYA ",Not Applicable,UNIVERSITY OF MINNESOTA, ,2013,74269,
Novel Methods for Longitudinal Study of Gene-Environment Interplay in Alcoholism,NIAAA,8891868,1K01AA023321-01A1,1,K01,AA,23321,1,A1,,10370849,"WANG, ZUOHENG ",Not Applicable,YALE UNIVERSITY, ,2015,174692,
Genetic basis of liver repopulation,NIDDK,8949786,1K08DK106478-01,1,K08,DK,106478,1,,,3055277,"WANGENSTEEN, KIRK J",Not Applicable,UNIVERSITY OF PENNSYLVANIA, ,2015,156804,
Targeting Fibrosis in Polycystic Kidney Disease,NIDDK,8766456,1K01DK097206-01A1,1,K01,DK,97206,1,A1,,9288688,"WARD, HEATHER HILARY",Not Applicable,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR, ,2014,113015,
Transcriptional networks controlling molting in C. elegans and B. malayi,NIGMS,8700989,1K99GM107345-01A1,1,K99,GM,107345,1,A1,,10282149,"WARD, JORDAN DAVID",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2014,89996,
Investigation of nuclear transport dysfunction in an ocular model of FTLD,NEI,8568516,1K08EY023610-01,1,K08,EY,23610,1,,,11530362,"WARD, MICHAEL EMMERSON",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2013,225072,
Race/Ethnicity and Mammographic Density: Genetic and Lifestyle Factors,NCI,8754010,1K01CA188075-01,1,K01,CA,188075,1,,,8735819,"WARNER, ERICA T",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,129546,
HISTONE H3 METHYLATION AND EPIGENOMICS IN ACUTE LEUKEMIA,NCI,8581843,1K08CA166229-01A1,1,K08,CA,166229,1,A1,,9731566,"WARTMAN, LUKAS D",Not Applicable,WASHINGTON UNIVERSITY, ,2013,153699,
Reducing the burden of chronic inflammation through dietary integration of Moringa oleifera,FIC,8816534,1K01TW009987-01,1,K01,TW,9987,1,,,11439413,"WATERMAN, CARRIE ",Not Applicable,"RUTGERS, THE STATE UNIV OF N.J.", ,2015,67740,
Role of waking activity in determining sleep-based modification of cortical circuits,NIMH,8948537,1K08MH107662-01,1,K08,MH,107662,1,,,8085127,"WATSON, BRENDON O",Not Applicable,WEILL MEDICAL COLL OF CORNELL UNIV, ,2015,155315,
Physiologically Based Pharmacokinetics in Critically Ill Children,NICHD,8766262,1K23HD075891-01A1,1,K23,HD,75891,1,A1,,10531258,"WATT, KEVIN M",Not Applicable,DUKE UNIVERSITY, ,2014,127926,
Targeting Mesenchymal Stem Cells in Head and Neck Cancer,NCI,8889933,1K08CA184915-01A1,1,K08,CA,184915,1,A1,,11852879,"WATTS, TAMMARA L",Not Applicable,UNIVERSITY OF TEXAS MED BR GALVESTON, ,2015,159700,
Cellular regulation of the IL-22 receptor and its importance in lung immunity.,NHLBI,8805079,1K08HL126135-01,1,K08,HL,126135,1,,,6535686,"WEATHINGTON, NATHANIEL M",Not Applicable,UNIVERSITY OF PITTSBURGH AT PITTSBURGH, ,2015,126776,
Examining Reward-Related Predictors and Mechanisms of Change in BA Treatment for Anhedonic Adolescents,NIMH,9013546,1K23MH108752-01,1,K23,MH,108752,1,,,11166827,"WEBB, CHRISTIAN ANTHONY",Not Applicable,MCLEAN HOSPITAL, ,2015,160114,
Regulation of Ulcerative Colitis by mast cells and histamine,NIDDK,8891787,1K08DK097721-01A1,1,K08,DK,97721,1,A1,,10953845,"WECHSLER, JOSHUA BRIAN",Not Applicable,NORTHWESTERN UNIVERSITY AT CHICAGO, ,2015,152972,
Developmental neural alterations in youths and adults with bipolar disorder,NIMH,9026406,1K01MH106594-01A1,1,K01,MH,106594,1,A1,,11885885,"WEGBREIT, EZRA SAUL DUSSEAU",Not Applicable,EMMA PENDLETON BRADLEY HOSPITAL, ,2015,168400,
Tobacco Craving in Smokers with Schizophrenia,NIDA,8509959,1K23DA034034-01A1,1,K23,DA,34034,1,A1,,10106838,"WEHRING, HEIDI J",Not Applicable,UNIVERSITY OF MARYLAND BALTIMORE, ,2013,174007,
Dissecting the roles of class IIa HDACs in osteocyte biology,NIAMS,8805288,1K08AR067285-01,1,K08,AR,67285,1,,,11457185,"WEIN, MARC NATHAN",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL, ,2015,131760,
Ophthalmology and Visual Sciences Career Development K12 Program,NEI,8847895,1K12EY024225-01A1,1,K12,EY,24225,1,A1,,1875310,"WEINREB, ROBERT N",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN DIEGO", ,2015,226725,
Transcriptional Regulation of T Follicular Helper Cells in Lupus,NIAMS,8869194,1K01AR067892-01,1,K01,AR,67892,1,,,10592432,"WEINSTEIN, JASON ",Not Applicable,YALE UNIVERSITY, ,2015,128115,
A novel implementation and social network strategy for acute pulmonary illnesses,NHLBI,8487124,1K23HL118139-01,1,K23,HL,118139,1,,,9809083,"WEISS, CURTIS H.",Not Applicable,NORTHWESTERN UNIVERSITY AT CHICAGO, ,2013,142128,
