Project Title,Administering  IC,Application ID,Project Number,Type,Activity,IC,Serial Number,Support Year,Suffix,Subproject Number ,Contact PI  Person ID,Contact PI / Project Leader,Other PI or Project Leader(s),Organization Name,ARRA Indicator,FY,FY Total Cost ,FY Total Cost  (Sub Projects)
Biology of Aging Oral Health and Anti-aging Intervention in a Non-human Primate Model,NIDCR,9636917,1R21DE028271-01,1,R21,DE,28271,1,,,1883646,"YEH, CHIH-KO  ","SALMON, ADAM ",UNIVERSITY OF TEXAS HLTH SCIENCE CENTER, ,2018,190625,
Turning a sequence barcode into a spectral barcode for single-cell analysis.,NIGMS,9586857,1R21GM129617-01,1,R21,GM,129617,1,,,11128043,"YEH, HSIN-CHIH  ","FINKELSTEIN, ILYA J","UNIVERSITY OF TEXAS, AUSTIN", ,2019,215902,
Role of extracellular vesicles in methamphetamine and HIV induced neurotoxicity,NIDA,9594516,1R21DA046855-01,1,R21,DA,46855,1,,,10217377,"YELAMANCHILI, SOWMYA  ","KASHANCHI, FATAH ",UNIVERSITY OF NEBRASKA MEDICAL CENTER, ,2018,241662,
Novel Zebrafish Models for Human Fibrodysplasia Ossificans Progressiva,NIAMS,9369566,1R21AR072085-01,1,R21,AR,72085,1,,,1877341,"YELICK, PAMELA C",Not Applicable,TUFTS UNIVERSITY BOSTON, ,2017,217800,
Image-Seq: A high-density microfluidic trap array for single cell transcriptome analysis coupled with image based phenotyping,NIGMS,9650755,1R21GM131279-01,1,R21,GM,131279,1,,,9353960,"YELLEN, BENJAMIN BIRON",Not Applicable,DUKE UNIVERSITY, ,2018,233755,
Ultrasound stimulation of the baroreflex,NHLBI,9091229,1R21HL132257-01,1,R21,HL,132257,1,,,7943322,"YEN, JESSE T-P",Not Applicable,UNIVERSITY OF SOUTHERN CALIFORNIA, ,2016,193900,
Development and Evaluation of Socio-Technical Metrics to Inform HIT Adaptation,AHRQ,9168664,1R21HS024767-01,1,R21,HS,24767,1,,,10699183,"YEN, PO-YIN ",Not Applicable,OHIO STATE UNIVERSITY, ,2016,144172,
Suicidal and Nonsuicidal Self-Injurious Behavior in Sexual Minority Youth: Examining Modifiable Mechanisms for Treatment Development,NIMH,9295331,1R21MH113183-01,1,R21,MH,113183,1,,,3087175,"YEN, SHIRLEY  ","MEREISH, ETHAN H.",BROWN UNIVERSITY, ,2017,260313,
A Clinically Viable Noninvasive Method for Direct Measurement of Mechanical Strains in Vertebral Bone,NIAMS,9316749,1R21AR070363-01A1,1,R21,AR,70363,1,A1,,7040434,"YENI, YENER N",Not Applicable,HENRY FORD HEALTH SYSTEM, ,2017,197670,
A Combination Therapy for Cancer-Related Fatigue in Advanced Cancer Patients,NINR,9387017,1R21NR016737-01A1,1,R21,NR,16737,1,A1,,8644494,"YENNU, SRIRAM ",Not Applicable,UNIVERSITY OF TX MD ANDERSON CAN CTR, ,2018,206111,
A 5minute motion-corrected pediatric brain MRI protocol,NICHD,9112219,1R21HD083803-01A1,1,R21,HD,83803,1,A1,,9633710,"YEOM, KRISTEN  ","MOSELEY, MICHAEL E",STANFORD UNIVERSITY, ,2016,197500,
Extracellular vesicles miRNA cargo induces inflammation during chlamydial infection,NIAID,9806895,1R21AI146521-01,1,R21,AI,146521,1,,,11215369,"YERUVA, V. LAXMI ",Not Applicable,ARKANSAS CHILDREN'S HOSPITAL RES INST, ,2019,228217,
Sensitive detection of malignancy in primary acquired melanosis by advanced optical imaging,NEI,9586392,1R21EY029412-01,1,R21,EY,29412,1,,,11799982,"YI, JI  ","LEE, HYUNJOO JEAN",BOSTON MEDICAL CENTER, ,2018,277819,
Image-guided Dosimetry for Injectable Brachytherapy based on Elastin-like Polypeptide Nanoparticles,NCI,9376131,1R21CA218940-01,1,R21,CA,218940,1,,,1968017,"YIN, FANG-FANG  ","CAI, JING ",DUKE UNIVERSITY, ,2017,200107,
Elucidating chromatin organization with molecular rulers,NCI,9651568,1R21CA235421-01,1,R21,CA,235421,1,,,9496387,"YIN, PENG ",Not Applicable,HARVARD UNIVERSITY, ,2019,204994,
Additional Analyses of the Data from the Comparison of Age-related Macular Degeneration Treatments Trials (CATT) and CATT Follow-up Study (CATT FS),NEI,9668809,1R21EY028998-01A1,1,R21,EY,28998,1,A1,,8192791,"YING, GUI-SHUANG ",Not Applicable,UNIVERSITY OF PENNSYLVANIA, ,2019,256521,
Secondary Analysis of Data from G-ROP Study,NEI,9649546,1R21EY029776-01,1,R21,EY,29776,1,,,8192791,"YING, GUI-SHUANG ",Not Applicable,UNIVERSITY OF PENNSYLVANIA, ,2019,263417,
Paracrine Angiotensin II Signaling Promotes Medulloblastoma through MYC Activation,NINDS,9456089,1R21NS101400-01A1,1,R21,NS,101400,1,A1,,10814494,"YING, MINGYAO ",Not Applicable,HUGO W. MOSER RES INST KENNEDY KRIEGER, ,2018,242573,
Targeting TAZ-driven oncogenic signaling in Medulloblastoma,NINDS,9508849,1R21NS106407-01,1,R21,NS,106407,1,,,10814494,"YING, MINGYAO ",Not Applicable,HUGO W. MOSER RES INST KENNEDY KRIEGER, ,2018,242557,
Effects of oxycodone on functional connectivity,NIDA,9507053,1R21DA045969-01,1,R21,DA,45969,1,,,11905865,"YIP, SARAH ",Not Applicable,YALE UNIVERSITY, ,2018,209375,
The Effects of Discrimination and Sleep Disturbance on Health among Asian Youth,NIMHD,9167203,1R21MD011388-01,1,R21,MD,11388,1,,,8649884,"YIP, TIFFANY ",Not Applicable,FORDHAM UNIVERSITY, ,2016,211491,
Optogenetic Control of Oxidative Stress as a Model of Geographic Atrophy,NEI,9889823,1R21EY031108-01,1,R21,EY,31108,1,,,12535134,"YIU, GLENN ",Not Applicable,UNIVERSITY OF CALIFORNIA AT DAVIS, ,2019,311526,
CRISPR gRNA library screen of the HIV-1 genome,NIAID,9064991,1R21AI122981-01,1,R21,AI,122981,1,,,1861722,"YODER, KRISTINE E",Not Applicable,OHIO STATE UNIVERSITY, ,2016,192500,
Single-nucleus profiling of FSHD heterogeneity,NIAMS,9323738,1R21AR071104-01A1,1,R21,AR,71104,1,A1,,2792229,"YOKOMORI, KYOKO  ","MORTAZAVI, SEYED ALI",UNIVERSITY OF CALIFORNIA-IRVINE, ,2017,203940,
Function of piLRNA/MIWI pathways in neuronal axon growth and regeneration,NINDS,9385801,1R21NS099959-01A1,1,R21,NS,99959,1,A1,,9841556,"YOO, SOONMOON ",Not Applicable,ALFRED I. DU PONT HOSP FOR CHILDREN, ,2017,207375,
Engineered Microenvironments to Study Heterogeneity and Stemness in Breast Cancer,NCI,9025164,1R21CA195016-01A1,1,R21,CA,195016,1,A1,,8742431,"YOON, EUISIK ",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,2016,191765,
Establishing a Task-evoked Magnetic Resonance Spectroscopy Approach for Testing the GABA Deficit Hypothesis in Schizophrenia,NIMH,9587474,1R21MH117634-01,1,R21,MH,117634,1,,,8258621,"YOON, JONG H",Not Applicable,PALO ALTO VETERANS INSTIT FOR RESEARCH, ,2018,228862,
Developing Therapy for the Treatment of Cholangiocarcinoma,NCI,9100152,1R21CA205501-01,1,R21,CA,205501,1,,,10382686,"YOON, KARINA J",Not Applicable,UNIVERSITY OF ALABAMA AT BIRMINGHAM, ,2016,191835,
A novel role for the p75 neurotrophin receptor in regulating nocicpetion,NINDS,9168428,1R21NS098362-01,1,R21,NS,98362,1,,,6098462,"YOON, SUNG OK  ","CARTER, BRUCE D",OHIO STATE UNIVERSITY, ,2016,245605,
Dynamic visualization of polyribosomes,NIMH,9809553,1R21MH120496-01,1,R21,MH,120496,1,,,10933418,"YOON, YOUNG JUN",Not Applicable,ALBERT EINSTEIN COLLEGE OF MEDICINE, ,2019,208750,
Combined Phone based video DOT and mobile payments for TB treatment in Cambodia,FIC,9342597,1R21TW010592-01,1,R21,TW,10592,1,,,10381504,"YOONG, JOANNE ",Not Applicable,UNIVERSITY OF SOUTHERN CALIFORNIA, ,2018,154473,
Reversible block of nerve conduction using low frequency alternating currents,NIBIB,9808526,1R21EB028469-01,1,R21,EB,28469,1,,,8923152,"YOSHIDA, KEN ",Not Applicable,INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS, ,2019,196875,
Streptococcus pneumoniae capsule inhibitor,NIAID,9509911,1R21AI137799-01,1,R21,AI,137799,1,,,1871421,"YOTHER, JANET L",Not Applicable,UNIVERSITY OF ALABAMA AT BIRMINGHAM, ,2018,259875,
Merkel cell polyomavirus infection and the host immune response,NIAMS,9744382,1R21AR074073-01A1,1,R21,AR,74073,1,A1,,9626777,"YOU, JIANXIN ",Not Applicable,UNIVERSITY OF PENNSYLVANIA, ,2019,207293,
Enhancing mitochondrial metabolism to rescue Immune dysfunction in immune non responders to ART,NIA,9779164,1R21AG062386-01A1,1,R21,AG,62386,1,A1,,15451107,"YOUNES, SOUHEIL-ANTOINE ",Not Applicable,CASE WESTERN RESERVE UNIVERSITY, ,2019,200000,
Isradipine and Virtual Reality Cue Exposure for Smoking Cessation,NIDA,9840301,1R21DA049539-01,1,R21,DA,49539,1,,,10927877,"YOUNG, CARA CALLOWAY ","SMITS, JASPER ","UNIVERSITY OF TEXAS, AUSTIN", ,2019,234750,
Mechanisms of Resveratrol Induced Neuroprotection,NCCIH,9727403,1R21AT010388-01,1,R21,AT,10388,1,,,10379739,"YOUNG, JUAN ISAAC ","PEREZ-PINZON, MIGUEL A",UNIVERSITY OF MIAMI SCHOOL OF MEDICINE, ,2019,230250,
Refining obesity phenotypes using metabolomics in the Atherosclerosis Risk in Communities (ARIC) Study,NHLBI,9592304,1R21HL140419-01A1,1,R21,HL,140419,1,A1,,10349795,"YOUNG, KRISTIN LEIGH",Not Applicable,UNIV OF NORTH CAROLINA CHAPEL HILL, ,2018,116625,
Development of viral vector mediated CRISPR/Cas9 editing of the prairie vole oxytocin receptor gene,NIMH,9372480,1R21MH114151-01,1,R21,MH,114151,1,,,1879792,"YOUNG, LARRY J",Not Applicable,EMORY UNIVERSITY, ,2017,223125,
Neural Predictors of Language Outcomes in Young Children with Cochlear Implants,NIDCD,9445282,1R21DC016069-01A1,1,R21,DC,16069,1,A1,,10535706,"YOUNG, NANCY MELINDA ","WONG, PATRICK C M",LURIE CHILDREN'S HOSPITAL OF CHICAGO, ,2018,245338,
Development of Helper Dependent Adenoviral Vectors for Inner Ear Gene Therapy Approaches,NIDCD,9839182,1R21DC018242-01,1,R21,DC,18242,1,,,10536515,"YOUNG, SAMUEL MATTHEW ","HANSEN, MARLAN R",UNIVERSITY OF IOWA, ,2019,231750,
STINGel Immunotherapy for Treatment-Resistant Head and Neck Cancer,NIDCR,9509749,1R21DE027794-01,1,R21,DE,27794,1,,,11424226,"YOUNG, SIMON ",Not Applicable,UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON, ,2018,283286,
Altered APP metabolism triggers changes in tau that cause dementia,NIA,9166179,1R21AG053827-01,1,R21,AG,53827,1,,,7372865,"YOUNG-PEARSE, TRACY L",Not Applicable,BRIGHAM AND WOMEN'S HOSPITAL, ,2016,221875,
Feasibility of studying vulnerability versus protection to high amyloid load using iPSCs,NIA,9307258,1R21AG056011-01,1,R21,AG,56011,1,,,7372865,"YOUNG-PEARSE, TRACY L",Not Applicable,BRIGHAM AND WOMEN'S HOSPITAL, ,2017,221875,
Establishing a human cellular model of sex differences in the brain,NIMH,9752715,1R21MH118576-01A1,1,R21,MH,118576,1,A1,,7372865,"YOUNG-PEARSE, TRACY L",Not Applicable,BRIGHAM AND WOMEN'S HOSPITAL, ,2019,268500,
Inhibition of cell-to-cell fusion by interferon-induced proteins,NIAID,9824994,1R21AI142256-01A1,1,R21,AI,142256,1,A1,,10644718,"YOUNT, JACOB ",Not Applicable,OHIO STATE UNIVERSITY, ,2019,195000,
Community Influences on Female Genital Mutilation/Cutting in Africa,NICHD,9017732,1R21HD086762-01,1,R21,HD,86762,1,,,6901110,"YOUNT, KATHRYN M ","HAYFORD, SARAH R",EMORY UNIVERSITY, ,2016,243607,
Intimate Partner Coercion and Implications for Women?s Health and Well-being,NICHD,9374687,1R21HD093027-01,1,R21,HD,93027,1,,,6901110,"YOUNT, KATHRYN M",Not Applicable,EMORY UNIVERSITY, ,2017,211052,
A hybrid artificial intelligence framework for glaucoma monitoring,NEI,9723609,1R21EY030142-01,1,R21,EY,30142,1,,,11658329,"YOUSEFI, SIAMAK  ","ELZE, TOBIAS ",UNIVERSITY OF TENNESSEE HEALTH SCI CTR, ,2019,278421,
Rapid 3-D Nano-Printing to Create Multi-Thousand-Channel Microelectrode Arrays,NEI,9591117,1R21EY029441-01,1,R21,EY,29441,1,,,15137701,"YTTRI, ERIC  ","PANAT, RAHUL ",CARNEGIE-MELLON UNIVERSITY, ,2018,200391,
Producing Nitric Oxide by Pulsed Electrical Discharge in Air for Inhalation Therapy,NHLBI,9182288,1R21HL130956-01A1,1,R21,HL,130956,1,A1,,8553331,"YU, BINGLAN ",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL, ,2016,234514,
MHC Complement Variants in Disease Susceptibility of Idiopathic Inflammatory Myopathies,NIAMS,9317951,1R21AR070509-01A1,1,R21,AR,70509,1,A1,,1877720,"YU, CHACK Y",Not Applicable,RESEARCH INST NATIONWIDE CHILDREN'S HOSP, ,2017,203613,
Developing Hybrids of Cardiac Tissue and Biodegradable Electronics Towards Heart Implants with On-line Monitoring and Stimulating Functions,NIBIB,9511401,1R21EB026175-01,1,R21,EB,26175,1,,,12394727,"YU, CUNJIANG ",Not Applicable,UNIVERSITY OF HOUSTON, ,2018,261125,
Levels of trimethylamine metabolites and their associations with dietary intakes and cardiometabolic biomarkers: the TMAO Pooling Project,NHLBI,9590879,1R21HL140375-01A1,1,R21,HL,140375,1,A1,,11952080,"YU, DANXIA ",Not Applicable,VANDERBILT UNIVERSITY MEDICAL CENTER, ,2018,118500,
Real-time non-intrusive workload monitoring-Integration of human factors in surgery training and assessment,NIBIB,9669763,1R21EB026177-01A1,1,R21,EB,26177,1,A1,,14321140,"YU, DENNY ",Not Applicable,PURDUE UNIVERSITY, ,2019,221595,
Co-targeting PDAC tumor cells and the microenvironment to succeed in EGFR/ErbB2-targeted therapy,NCI,9438639,1R21CA223102-01,1,R21,CA,223102,1,,,1868182,"YU, DIHUA ",Not Applicable,UNIVERSITY OF TX MD ANDERSON CAN CTR, ,2018,208800,
A Low-cost Compact Diffuse Speckle Contrast Flow-oximeter for Neonatal Brain Monitoring,NICHD,9456193,1R21HD091118-01A1,1,R21,HD,91118,1,A1,,8252681,"YU, GUOQIANG ",Not Applicable,UNIVERSITY OF KENTUCKY, ,2018,191250,
Lysosomal stress triggers exosome release and transfer of proteins,NINDS,9112121,1R21NS093569-01A1,1,R21,NS,93569,1,A1,,8778942,"YU, HO WH ",Not Applicable,COLUMBIA UNIVERSITY HEALTH SCIENCES, ,2016,234900,
scFvPD1-FLT3 CAR T Cells for the Treatment of Relapsed Acute Myeloid Leukemia,NCI,9765792,1R21CA223400-01A1,1,R21,CA,223400,1,A1,,8869169,"YU, JIANHUA ",Not Applicable,BECKMAN RESEARCH INSTITUTE/CITY OF HOPE, ,2019,225765,
Footprint analyses of AID cytosine deamination,NIAID,9170895,1R21AI126359-01,1,R21,AI,126359,1,,,9460318,"YU, KEFEI ",Not Applicable,MICHIGAN STATE UNIVERSITY, ,2016,227331,
A novel mouse model to study DNA ligase 3 function in vivo,NIAID,9514558,1R21AI138345-01,1,R21,AI,138345,1,,,9460318,"YU, KEFEI  ","COUNTS, SCOTT E;XIAO, HUA ",MICHIGAN STATE UNIVERSITY, ,2018,190954,
Mechanistic understanding of HIV-1 broad neutralizing antibody evolution,NIAID,9560011,1R21AI138707-01,1,R21,AI,138707,1,,,9460318,"YU, KEFEI ",Not Applicable,MICHIGAN STATE UNIVERSITY, ,2018,232500,
Multi-energy CT with Energy-integrating Detector,NIBIB,9386352,1R21EB024071-01A1,1,R21,EB,24071,1,A1,,8893127,"YU, LIFENG ",Not Applicable,MAYO CLINIC ROCHESTER, ,2017,198750,
Sustained Intravitreal Delivery of Ranibizumab Mediated by ECM Binding,NEI,9587196,1R21EY029430-01,1,R21,EY,29430,1,,,8135221,"YU, MICHAEL S",Not Applicable,UNIVERSITY OF UTAH, ,2018,190625,
In situ imaging of collagen degradation activity in multiple myeloma and lung fibrosis mouse model,OD,9825050,1R21OD026618-01A1,1,R21,OD,26618,1,A1,,8135221,"YU, MICHAEL S ","YOON, DONGHOON ",UNIVERSITY OF UTAH, ,2019,240000,
Role of Insulin Receptor-mediated Signaling In Underactive Bladder,NIA,9805133,1R21AG064633-01,1,R21,AG,64633,1,,,10792794,"YU, WEIQUN ",Not Applicable,BETH ISRAEL DEACONESS MEDICAL CENTER, ,2019,262500,
Ceramide Synthesis as a Potential Target for Control of GVHD,NIAID,9545161,1R21AI136531-01A1,1,R21,AI,136531,1,A1,,6961012,"YU, XUE-ZHONG ",Not Applicable,MEDICAL UNIVERSITY OF SOUTH CAROLINA, ,2018,224250,
Suppression of disease causingnonsense mutations by targeted mRNA pseudouridylation,NCI,9805188,1R21CA241111-01,1,R21,CA,241111,1,,,6623811,"YU, YI-TAO ",Not Applicable,UNIVERSITY OF ROCHESTER, ,2019,167475,
Investigating the role and mechanism of RIPK1 in mediating cerebrovascular pathology of AD,NIA,9503932,1R21AG059073-01,1,R21,AG,59073,1,,,1893171,"YUAN, JUNYING ",Not Applicable,HARVARD MEDICAL SCHOOL, ,2018,254250,
Identification of Novel Antidepressant Mechanism of Ketamine by Kinome Profiling,NIMH,9601371,1R21MH115396-01A1,1,R21,MH,115396,1,A1,,8062329,"YUAN, LILIAN ",Not Applicable,DES MOINES UNIV OSTEOPATHIC MEDICAL CTR, ,2018,235475,
An intact Env gp140 that engages the germline B cell receptor of the VRC01 broadly neutralizing antibody,NIAID,9348865,1R21AI131990-01,1,R21,AI,131990,1,,,9061558,"YUAN, WEN ",Not Applicable,UNIVERSITY OF VIRGINIA, ,2017,239625,
Role of MTF1 in ovarian cancer,NCI,9587594,1R21CA216585-01A1,1,R21,CA,216585,1,A1,,9192948,"YUE, JUNMING ",Not Applicable,UNIVERSITY OF TENNESSEE HEALTH SCI CTR, ,2018,213180,
The Role of SYNJ1 Deficiency in the Pathogenesis of Parkinson's Disease,NINDS,9742741,1R21NS109895-01A1,1,R21,NS,109895,1,A1,,8341034,"YUE, ZHENYU ",Not Applicable,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI, ,2019,466125,
Exploring the mechanisms underlying the analgesic effect of Cannabidiol using Proton Magnetic Resonance Spectroscopy.,NCCIH,9893763,1R21AT010736-01,1,R21,AT,10736,1,,,1867186,"YURGELUN-TODD, DEBORAH A. ","RENSHAW, PERRY FRANKLIN",UNIVERSITY OF UTAH, ,2019,152500,
Evaluation of PAK inhibitors towards targeting adaptive mechanisms of resistance in high-risk rhabdomyosarcoma,NCI,9652889,1R21CA234665-01,1,R21,CA,234665,1,,,9775984,"YUSTEIN, JASON ",Not Applicable,BAYLOR COLLEGE OF MEDICINE, ,2019,172369,
US and Canadian uranium processing cohorts: exposure; risk and relevance,NIOSH,9530023,1R21OH011452-01A1,1,R21,OH,11452,1,A1,,8682646,"ZABLOTSKA, LYDIA BOGDANIVNA",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2018,211918,
Advancing chemical and drug safety testing using single-cell RNA-sequencing,NHGRI,9823070,1R21HG010789-01,1,R21,HG,10789,1,,,6946370,"ZACHAREWSKI, TIMOTHY R.",Not Applicable,MICHIGAN STATE UNIVERSITY, ,2019,234750,
Targeting HDAC6 for the treatment of neuropathic pain,NINDS,9387865,1R21NS098264-01A1,1,R21,NS,98264,1,A1,,9196857,"ZACHARIOU, VENETIA ",Not Applicable,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI, ,2017,254250,
EVERYDAY MEMORY IN AGING AND EARLY ALZHEIMER'S DISEASE,NIA,9196464,1R21AG052314-01A1,1,R21,AG,52314,1,A1,,6474126,"ZACKS, JEFFREY M",Not Applicable,WASHINGTON UNIVERSITY, ,2016,228750,
Activity-Aware Prompting to Improve Medication Adherence in Heart Failure Patients,NINR,9111690,1R21NR015410-01A1,1,R21,NR,15410,1,A1,,11217977,"ZADEH, HASSAN GHASEM ","COOK, DIANE JOYCE;EVANGELISTA, LORRAINE S",WASHINGTON STATE UNIVERSITY, ,2016,175607,
A Coordination Chemistry Approach to High-Field EPR Imaging,NIBIB,9650956,1R21EB027293-01,1,R21,EB,27293,1,,,12162065,"ZADROZNY, JOSEPH M",Not Applicable,COLORADO STATE UNIVERSITY, ,2018,167806,
A Novel Donor Risk Scoring System for Better Organ Utilization in Lung Transplantation,NHLBI,9228764,1R21HL135306-01,1,R21,HL,135306,1,,,12553185,"ZAFAR, FARHAN ",Not Applicable,CINCINNATI CHILDRENS HOSP MED CTR, ,2017,117000,
NMR Structure of the A-beta Peptide Inside Living Cells,NIA,9084716,1R21AG052708-01,1,R21,AG,52708,1,,,1970460,"ZAGORSKI, MICHAEL GERARD",Not Applicable,CASE WESTERN RESERVE UNIVERSITY, ,2016,225233,
Mycobacterium LDs sequester proteins leading to NRP,NIAID,9723386,1R21AI144225-01,1,R21,AI,144225,1,,,2445368,"ZAHRT, THOMAS C.",Not Applicable,MEDICAL COLLEGE OF WISCONSIN, ,2019,231000,
Development of a Tailored Life Sustaining Treatment Decision Support Intervention for Stroke Surrogate Decision Makers,NINR,9241773,1R21NR016332-01A1,1,R21,NR,16332,1,A1,,9403893,"ZAHURANEC, DARIN B",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,2017,320312,
Design and evaluation of HLA-A; -B; and -C binding peptides that disrupt inhibitory KIR/MHC interaction and activate NK cells,NIAID,9227710,1R21AI128609-01,1,R21,AI,128609,1,,,8659902,"ZAJONC, DIRK M",Not Applicable,LA JOLLA INST FOR ALLERGY & IMMUNOLGY, ,2017,270000,
Preparing to Implement PrEP Among High-Risk Men in China,NIMH,9845522,1R21MH118945-01A1,1,R21,MH,118945,1,A1,,8627534,"ZALLER, NICK D ","YANG, CUI ",UNIV OF ARKANSAS FOR MED SCIS, ,2019,259980,
A Novel Cell Therapy Approach to Augment Regeneration in Neurodegenerative Disease,NINDS,9387969,1R21NS095088-01A1,1,R21,NS,95088,1,A1,,10671015,"ZALZMAN, MICHAL ",Not Applicable,UNIVERSITY OF MARYLAND BALTIMORE, ,2017,231750,
Single cell RNA-Seq and clonal analysis of CD8+ T cells in MS,NIAID,9820476,1R21AI142186-01A1,1,R21,AI,142186,1,A1,,1893245,"ZAMVIL, SCOTT S",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2019,240750,
Influence of NMO gut microbiota on CNS autoantigen-specific T cell responses,NINDS,9587435,1R21NS108159-01,1,R21,NS,108159,1,,,1893245,"ZAMVIL, SCOTT S",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2018,245327,
Predictive Modeling of Multidimensional Anti-Influenza IgG Repertoires,NIAID,9544547,1R21AI138500-01,1,R21,AI,138500,1,,,1869190,"ZAND, MARTIN S",Not Applicable,UNIVERSITY OF ROCHESTER, ,2018,231000,
Role of Kainate Receptors on Modulation of Synaptic Transmission and Seizure Susceptibility to Hypoxia in Neonatal  Mice,NINDS,9244255,1R21NS096433-01A1,1,R21,NS,96433,1,A1,,9245328,"ZANELLI, SANTINA AGNES",Not Applicable,UNIVERSITY OF VIRGINIA, ,2016,237000,
An RNA-based approach to intranasal delivery of neuropeptides to the brain,NIMH,9721908,1R21MH119502-01,1,R21,MH,119502,1,,,11644557,"ZANGI, LIOR  ","HARONY-NICOLAS, HALA ",ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI, ,2019,211875,
Examining Amyloid-? Structure During the Progression of Alzheimer?s Disease using an Immuno-2DIR-Sensor,NIA,9650098,1R21AG061602-01,1,R21,AG,61602,1,,,6269864,"ZANNI, MARTIN T",Not Applicable,UNIVERSITY OF WISCONSIN-MADISON, ,2019,222050,
Outcomes and Predictors of Successful Transition to Adult Care for HIV-infected Adolescents in South Africa,NICHD,9345848,1R21HD092132-01,1,R21,HD,92132,1,,,10303663,"ZANONI, BRIAN C.",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL, ,2017,204782,
Feasibility gamma stimulation to reduce beta-amyloid load across species,NIA,9586728,1R21AG060335-01,1,R21,AG,60335,1,,,8732893,"ZANTO, THEODORE P ","ZHAO, MIN ","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2018,158578,
Enhancing cognitive control in amnestic mild cognitive impairment via non-invasive brain stimulation,NIA,9511467,1R21AG062395-01,1,R21,AG,62395,1,,,8732893,"ZANTO, THEODORE P ","GAZZALEY, ADAM H","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2018,205500,
Mosaic analysis with double markers in the study of neuronal migration disorders,NIMH,9601533,1R21MH115347-01A1,1,R21,MH,115347,1,A1,,9734606,"ZARBALIS, KONSTANTINOS ",Not Applicable,UNIVERSITY OF CALIFORNIA AT DAVIS, ,2018,235500,
Optimizing Immunosuppression Drug Dosing via Phenotypic Precision Medicine,NIDDK,9432394,1R21DK116140-01,1,R21,DK,116140,1,,,2048225,"ZARRINPAR, ALI ",Not Applicable,UNIVERSITY OF FLORIDA, ,2018,169781,
The effect of luminal bile acid biotransformations on host cognition,NIMH,9586613,1R21MH117780-01,1,R21,MH,117780,1,,,11031144,"ZARRINPAR, AMIR ",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN DIEGO", ,2018,274750,
In situ Enzymatic Synthesis of Aptamer Targeted Polynucleotide Drug Nanoparticles for Cancer Therapy,NIBIB,9585606,1R21EB026590-01,1,R21,EB,26590,1,,,8246570,"ZAUSCHER, STEFAN ",Not Applicable,DUKE UNIVERSITY, ,2018,193258,
Psychosocial Wellbeing of Refugee Children after Release from Family Immigration Detention,NICHD,9650027,1R21HD097486-01,1,R21,HD,97486,1,,,1884518,"ZAYAS, LUIS H",Not Applicable,"UNIVERSITY OF TEXAS, AUSTIN", ,2019,193757,
Psychosocial Wellbeing and Service Needs of Post-Deportation US Citizen-Children in México,NICHD,9724954,1R21HD098451-01,1,R21,HD,98451,1,,,1884518,"ZAYAS, LUIS H",Not Applicable,"UNIVERSITY OF TEXAS, AUSTIN", ,2019,196324,
Why Adolescent Latinas Attempt Suicide More than Other Females,NIMHD,9432389,1R21MD012338-01,1,R21,MD,12338,1,,,1884518,"ZAYAS, LUIS H ","GULBAS, LAUREN E.","UNIVERSITY OF TEXAS, AUSTIN", ,2017,224418,
Quantitative imaging biomarkers of radiation-induced bone loss in radiotherapy patients,NCI,9168854,1R21CA208821-01,1,R21,CA,208821,1,,,10632410,"ZBIJEWSKI, WOJCIECH BARTOSZ ","MORRIS, CAROL ",JOHNS HOPKINS UNIVERSITY, ,2016,211410,
Cortical Signatures of Bladder Activity in Children,NICHD,9244947,1R21HD087794-01A1,1,R21,HD,87794,1,A1,,1955805,"ZDERIC, STEPHEN ANTHONY",Not Applicable,CHILDREN'S HOSP OF PHILADELPHIA, ,2017,189031,
Fungal virulence factors during corneal infections,NEI,9433375,1R21EY028677-01,1,R21,EY,28677,1,,,6869076,"ZEGANS, MICHAEL ERIC ","FULLER, KEVIN K.",DARTMOUTH COLLEGE, ,2018,81000,
The role of endogenous opioids in mindfulness-based chronic pain relief,NCCIH,9721714,1R21AT010352-01,1,R21,AT,10352,1,,,10407478,"ZEIDAN, FADEL ",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN DIEGO", ,2019,275625,
