NIHID	NAME	Organization	Project.Title	FY	Activity	Award Category	Source	Other.PI.or.Project.Leader.s.	Project.Number	ARRA.Indicator	FY.Total.Cost	FY.Total.Cost...Sub.Projects.	Stats	Administering..IC	Application.ID	Type	IC	Serial.Number	Support.Year	Suffix	Subproject.Number
1977793	"WICKES, BRIAN "	University Of Texas Hlth Science Center	Antifungal Resistance Gene Targeting in Candida glabrata by Target Capture	2018	R21	R21	NIH	Not Applicable	1R21AI128479-01A1	NA	228750	NA	Include	NIAID	9456378	1	AI	128479	1	A1	NA
9456413	"WILD, KATHERINE "	Oregon Health & Science University	Electronic Financial Indicators of Neurodegenerative Disease	2019	R21	R21	NIH	Not Applicable	1R21AG062679-01	NA	204121	NA	Include	NIA	9722035	1	AG	62679	1		NA
2265491	"WILKENS, STEPHAN "	Upstate Medical University	A novel tool for organelle and isoform specific targeting of V-ATPase in cancer	2019	R21	R21	NIH	Not Applicable	1R21CA228340-01A1	NA	211410	NA	Include	NCI	9764745	1	CA	228340	1	A1	NA
10640190	"WILLEY, JEFFREY S"	Wake Forest University Health Sciences	Targeting IRE-1? to protect against radiation therapy-induced bone loss	2018	R21	R21	NIH	Not Applicable	1R21AR072806-01	NA	210875	NA	Include	NIAMS	9433289	1	AR	72806	1		NA
7111577	"WILLIAMS, DAVID LEE"	Rush University Medical Center	Deorphanization of Schistosome Cytochrome P450	2016	R21	R21	NIH	Not Applicable	1R21AI115208-01A1	NA	232500	NA	Include	NIAID	9035124	1	AI	115208	1	A1	NA
1879609	"WILLIAMS, JOHN T"	Oregon Health & Science University	Covalent labeling endogenous G-protein coupled receptors in living cells	2019	R21	R21	NIH	Not Applicable	1R21DA048136-01	NA	231000	NA	Include	NIDA	9717033	1	DA	48136	1		NA
6093593	"WILLIAMS, KRISTINE N."	University Of Kansas Medical Center	SPEEKO for Elderspeak: A Self-Monitoring App to Improve Communication and Reduce Behavioral Symptoms in Care for Persons with Alzheimer's Disease and Other Dementias	2019	R21	R21	NIH	Not Applicable	1R21AG065029-01	NA	191250	NA	Include	NIA	9837775	1	AG	65029	1		NA
1877317	"WILSON, KEITH T."	Vanderbilt University Medical Center	The Macrophage Reverse Transsulfuration Pathway: A Novel Mediator of Helicobacter pylori Immunopathogenesis	2019	R21	R21	NIH	Not Applicable	1R21AI142042-01A1	NA	255000	NA	Include	NIAID	9824371	1	AI	142042	1	A1	NA
9591466	"WILSON, STEPHEN M"	Vanderbilt University Medical Center	An Adaptive Semantic Paradigm for Valid and Reliable Language Mapping in Aphasia	2017	R21	R21	NIH	Not Applicable	1R21DC016080-01	NA	237000	NA	Include	NIDCD	9299595	1	DC	16080	1		NA
2020544	"WILSON, TRACEY ELIZABETH"	Suny Downstate Medical Center	Positive affect promotion to empower optimal adherence to HIV therapy	2018	R21	R21	NIH	Not Applicable	1R21NR018348-01	NA	242250	NA	Include	NINR	9608146	1	NR	18348	1		NA
7256951	"WIMMER, MARKUS ANTON "	Rush University Medical Center	Determination of excessive immune reactivity to real time implant debris generate	2017	R21	R21	NIH	"HALLAB, NADIM JAMES"	1R21EB024039-01A1	NA	235500	NA	Include	NIBIB	9455400	1	EB	24039	1	A1	NA
6408101	"WINAWER, MELODIE ROSE "	Columbia University Health Sciences	Making the Invisible Visible: Advanced MRI in Non Lesional Focal Epilepsy	2017	R21	R21	NIH	"PARDOE, HEATH "	1R21NS101303-01A1	NA	262800	NA	Include	NINDS	9455067	1	NS	101303	1	A1	NA
1876375	"WINSTON, FLAURA K"	Children's Hosp Of Philadelphia	Determining critical skill deficits that predict novice driver crashes: A prospective study using a novel virtual driving test at point of licensure; state licensing data and crash outcomes	2019	R21	R21	NIH	Not Applicable	1R21HD099635-01	NA	294653	NA	Include	NICHD	9808966	1	HD	99635	1		NA
11832146	"WINTERS, BRADLEY D"	Northeast Ohio Medical University	Cellular properties mediating specialization of lateral superior olive principal neuron types for timing and intensity based sound localization	2019	R21	R21	NIH	Not Applicable	1R21DC017819-01	NA	156000	NA	Include	NIDCD	9732722	1	DC	17819	1		NA
1857710	"WIRTZ, MARY K"	Oregon Health & Science University	Impact of Mutant IL-20RB on Glaucoma	2016	R21	R21	NIH	Not Applicable	1R21EY027079-01	NA	234249	NA	Include	NEI	9169434	1	EY	27079	1		NA
8089545	"WOLF, ERIKA J"	Boston University Medical Campus	Neurobiological Correlates of Accelerated Cellular Aging	2019	R21	R21	NIH	Not Applicable	1R21AG061367-01	NA	189000	NA	Include	NIA	9648637	1	AG	61367	1		NA
7356342	"WOLF, MARINA ELIZABETH"	Oregon Health & Science University	Epac signaling and AMPA receptor plasticity during incubation of cocaine craving	2018	R21	R21	NIH	Not Applicable	1R21DA045400-01	NA	204498	NA	Include	NIDA	9463304	1	DA	45400	1		NA
2081083	"WONG, HECTOR R"	Cincinnati Childrens Hosp Med Ctr	PCSK9 and Pediatric Sepsis-Related MODS	2018	R21	R21	NIH	Not Applicable	1R21HD092896-01A1	NA	238500	NA	Include	NICHD	9528035	1	HD	92896	1	A1	NA
10682781	"WONG, WESLEY PHILIP"	Boston Children's Hospital	Single-molecule mechanical detection of protein and microRNA cancer biomarkers	2017	R21	R21	NIH	Not Applicable	1R21CA212827-01	NA	267258	NA	Include	NCI	9232699	1	CA	212827	1		NA
11055235	"WOO, JONGHYE "	Massachusetts General Hospital	In Vivo Mapping of Uncharted Functional Units of Tongue Motion During Speech	2018	R21	R21	NIH	Not Applicable	1R21DC016047-01A1	NA	249441	NA	Include	NIDCD	9452335	1	DC	16047	1	A1	NA
10388041	"WOOD, ALEXIS CAROLINE "	Baylor College Of Medicine	Overcoming Obstacles in Epigenetic Analysis of Human Twins	2016	R21	R21	NIH	"WATERLAND, ROBERT A"	1R21HD087860-01	NA	212031	NA	Include	NICHD	9091193	1	HD	87860	1		NA
1922182	"WOYCHIK, NANCY ANN"	Rbhs-Robert Wood Johnson Medical School	Remodeling of ribosome function by MazF toxins	2017	R21	R21	NIH	Not Applicable	1R21AI123859-01A1	NA	266750	NA	Include	NIAID	9244396	1	AI	123859	1	A1	NA
11708268	"WOYNAROSKI, TIFFANY "	Vanderbilt University Medical Center	Sensory Project in Infant/Toddler Siblings of Children with Autism (Project SPIS)	2017	R21	R21	NIH	Not Applicable	1R21DC016144-01	NA	158000	NA	Include	NIDCD	9306530	1	DC	16144	1		NA
11124577	"WRANN, CHRISTIANE D. "	Massachusetts General Hospital	Exploring irisin as a novel target for Alzheimer's Disease	2019	R21	R21	NIH	"CHOI, SE HOON "	1R21AG062904-01	NA	252000	NA	Include	NIA	9725555	1	AG	62904	1		NA
9513297	"WRIGHT, ALEXI A"	Dana-Farber Cancer Inst	Strengthening Patient and Caregiver Supports in Ovarian Cancer with Palliative Care: Pilot RCT of BOLSTER	2019	R21	R21	NIH	Not Applicable	1R21CA223684-01A1	NA	190414	NA	Include	NCI	9667130	1	CA	223684	1	A1	NA
12188715	"WRIGHT, PATRICIA B"	Univ Of Arkansas For Med Scis	Improving Treatment Strategies for Prescription Opioid Use Disorder- Resubmission	2018	R21	R21	NIH	Not Applicable	1R21DA045246-01A1	NA	225250	NA	Include	NIDA	9600255	1	DA	45246	1	A1	NA
11184235	"WU, CHENGGANG "	University Of Texas Hlth Sci Ctr Houston	Molecular mechanisms of polymicrobial interactions in Fusobacterium nucleatum	2017	R21	R21	NIH	Not Applicable	1R21DE026574-01A1	NA	192500	NA	Include	NIDCR	9387785	1	DE	26574	1	A1	NA
9735526	"WU, HAOQUAN "	Texas Tech University Health Scis Center	CRISPR-based genome-wide screen to identify host factors for EV71	2017	R21	R21	NIH	Not Applicable	1R21AI123565-01A1	NA	191250	NA	Include	NIAID	9244230	1	AI	123565	1	A1	NA
9373448	"WU, KANA  "	Harvard School Of Public Health	Integrating diet and tissue whole exome sequencing data to study processed meat and colorectal cancer	2018	R21	R21	NIH	"NISHIHARA, REIKO "	1R21CA222940-01	NA	243471	NA	Include	NCI	9431825	1	CA	222940	1		NA
11693948	"XIA, ZHENG "	Oregon Health & Science University	HaemAPA: Characterizing alternative polyadenylation in human blood cells	2019	R21	R21	NIH	Not Applicable	1R21HL145426-01	NA	115500	NA	Include	NHLBI	9655180	1	HL	145426	1		NA
10719503	"XIANG, YANG "	Univ Of Massachusetts Med Sch Worcester	Cellular and molecular mechanisms underlying neuronal activity-controlled regeneration specificity	2018	R21	R21	NIH	Not Applicable	1R21NS107924-01	NA	269700	NA	Include	NINDS	9587129	1	NS	107924	1		NA
10372599	"XU, LICHONG "	Pennsylvania State Univ Hershey Med Ctr	Textured Polyphosphazene Biomaterial with Improved Hemocompatibility	2018	R21	R21	NIH	Not Applicable	1R21AI139706-01	NA	219991	NA	Include	NIAID	9584542	1	AI	139706	1		NA
10710806	"XU, ZHENMING "	University Of Texas Hlth Science Center	Rab7 and NF-kappaB in B cell activation and dysregulation	2016	R21	R21	NIH	Not Applicable	1R21AI124172-01	NA	225338	NA	Include	NIAID	9093242	1	AI	124172	1		NA
7120713	"YAMAZAKI, SHIN "	Ut Southwestern Medical Center	Identification of the anatomical locus for the food-entrainable circadian oscillator	2016	R21	R21	NIH	Not Applicable	1R21NS099809-01	NA	202500	NA	Include	NINDS	9225389	1	NS	99809	1		NA
7016046	"YANG, JIANHUA "	Baylor College Of Medicine	TMEM108 IS A NOVEL TARGET IN NEUROBLASTOMA	2016	R21	R21	NIH	Not Applicable	1R21NS094654-01A1	NA	198125	NA	Include	NINDS	9179359	1	NS	94654	1	A1	NA
11155497	"YANG, NAN "	Icahn School Of Medicine At Mount Sinai	Generation and characterization of MGE-derived GABAergic neurons from human pluripotent stem cells	2019	R21	R21	NIH	Not Applicable	1R21MH119580-01	NA	254250	NA	Include	NIMH	9723287	1	MH	119580	1		NA
10527814	"YANG, XUEXIAN "	University Of New Mexico Health Scis Ctr	Leptin Promotes Allergic Asthma through Unfolded Protein Responses	2019	R21	R21	NIH	Not Applicable	1R21AI142200-01	NA	189375	NA	Include	NIAID	9647927	1	AI	142200	1		NA
9381052	"YAVUZ, METIN  "	University Of North Texas Hlth Sci Ctr	Pressure Alternating Shoes for Prevention of Diabetic Foot Ulcers	2019	R21	R21	NIH	"WIJESUNDARA, MUTHU B"	1R21AG061471-01A1	NA	203214	NA	Include	NIA	9825218	1	AG	61471	1	A1	NA
7040434	"YENI, YENER N"	Henry Ford Health System	A Clinically Viable Noninvasive Method for Direct Measurement of Mechanical Strains in Vertebral Bone	2017	R21	R21	NIH	Not Applicable	1R21AR070363-01A1	NA	197670	NA	Include	NIAMS	9316749	1	AR	70363	1	A1	NA
11215369	"YERUVA, V. LAXMI "	Arkansas Children's Hospital Res Inst	Extracellular vesicles miRNA cargo induces inflammation during chlamydial infection	2019	R21	R21	NIH	Not Applicable	1R21AI146521-01	NA	228217	NA	Include	NIAID	9806895	1	AI	146521	1		NA
10933418	"YOON, YOUNG JUN"	Albert Einstein College Of Medicine	Dynamic visualization of polyribosomes	2019	R21	R21	NIH	Not Applicable	1R21MH120496-01	NA	208750	NA	Include	NIMH	9809553	1	MH	120496	1		NA
10379739	"YOUNG, JUAN ISAAC "	University Of Miami School Of Medicine	Mechanisms of Resveratrol Induced Neuroprotection	2019	R21	R21	NIH	"PEREZ-PINZON, MIGUEL A"	1R21AT010388-01	NA	230250	NA	Include	NCCIH	9727403	1	AT	10388	1		NA
10535706	"YOUNG, NANCY MELINDA "	Lurie Children's Hospital Of Chicago	Neural Predictors of Language Outcomes in Young Children with Cochlear Implants	2018	R21	R21	NIH	"WONG, PATRICK C M"	1R21DC016069-01A1	NA	245338	NA	Include	NIDCD	9445282	1	DC	16069	1	A1	NA
11424226	"YOUNG, SIMON "	University Of Texas Hlth Sci Ctr Houston	STINGel Immunotherapy for Treatment-Resistant Head and Neck Cancer	2018	R21	R21	NIH	Not Applicable	1R21DE027794-01	NA	283286	NA	Include	NIDCR	9509749	1	DE	27794	1		NA
11658329	"YOUSEFI, SIAMAK  "	University Of Tennessee Health Sci Ctr	A hybrid artificial intelligence framework for glaucoma monitoring	2019	R21	R21	NIH	"ELZE, TOBIAS "	1R21EY030142-01	NA	278421	NA	Include	NEI	9723609	1	EY	30142	1		NA
8553331	"YU, BINGLAN "	Massachusetts General Hospital	Producing Nitric Oxide by Pulsed Electrical Discharge in Air for Inhalation Therapy	2016	R21	R21	NIH	Not Applicable	1R21HL130956-01A1	NA	234514	NA	Include	NHLBI	9182288	1	HL	130956	1	A1	NA
11952080	"YU, DANXIA "	Vanderbilt University Medical Center	Levels of trimethylamine metabolites and their associations with dietary intakes and cardiometabolic biomarkers: the TMAO Pooling Project	2018	R21	R21	NIH	Not Applicable	1R21HL140375-01A1	NA	118500	NA	Include	NHLBI	9590879	1	HL	140375	1	A1	NA
8778942	"YU, HO WH "	Columbia University Health Sciences	Lysosomal stress triggers exosome release and transfer of proteins	2016	R21	R21	NIH	Not Applicable	1R21NS093569-01A1	NA	234900	NA	Include	NINDS	9112121	1	NS	93569	1	A1	NA
10792794	"YU, WEIQUN "	Beth Israel Deaconess Medical Center	Role of Insulin Receptor-mediated Signaling In Underactive Bladder	2019	R21	R21	NIH	Not Applicable	1R21AG064633-01	NA	262500	NA	Include	NIA	9805133	1	AG	64633	1		NA
8062329	"YUAN, LILIAN "	Des Moines Univ Osteopathic Medical Ctr	Identification of Novel Antidepressant Mechanism of Ketamine by Kinome Profiling	2018	R21	R21	NIH	Not Applicable	1R21MH115396-01A1	NA	235475	NA	Include	NIMH	9601371	1	MH	115396	1	A1	NA
9192948	"YUE, JUNMING "	University Of Tennessee Health Sci Ctr	Role of MTF1 in ovarian cancer	2018	R21	R21	NIH	Not Applicable	1R21CA216585-01A1	NA	213180	NA	Include	NCI	9587594	1	CA	216585	1	A1	NA
9775984	"YUSTEIN, JASON "	Baylor College Of Medicine	Evaluation of PAK inhibitors towards targeting adaptive mechanisms of resistance in high-risk rhabdomyosarcoma	2019	R21	R21	NIH	Not Applicable	1R21CA234665-01	NA	172369	NA	Include	NCI	9652889	1	CA	234665	1		NA
9196857	"ZACHARIOU, VENETIA "	Icahn School Of Medicine At Mount Sinai	Targeting HDAC6 for the treatment of neuropathic pain	2017	R21	R21	NIH	Not Applicable	1R21NS098264-01A1	NA	254250	NA	Include	NINDS	9387865	1	NS	98264	1	A1	NA
2445368	"ZAHRT, THOMAS C."	Medical College Of Wisconsin	Mycobacterium LDs sequester proteins leading to NRP	2019	R21	R21	NIH	Not Applicable	1R21AI144225-01	NA	231000	NA	Include	NIAID	9723386	1	AI	144225	1		NA
8627534	"ZALLER, NICK D "	Univ Of Arkansas For Med Scis	Preparing to Implement PrEP Among High-Risk Men in China	2019	R21	R21	NIH	"YANG, CUI "	1R21MH118945-01A1	NA	259980	NA	Include	NIMH	9845522	1	MH	118945	1	A1	NA
10303663	"ZANONI, BRIAN C."	Massachusetts General Hospital	Outcomes and Predictors of Successful Transition to Adult Care for HIV-infected Adolescents in South Africa	2017	R21	R21	NIH	Not Applicable	1R21HD092132-01	NA	204782	NA	Include	NICHD	9345848	1	HD	92132	1		NA
10332196	"ZEIER, ZANE "	University Of Miami School Of Medicine	Elucidation of specific nucleocytoplasmic trafficking pathways that are disrupted in C9ORF72 ALS	2017	R21	R21	NIH	Not Applicable	1R21NS102829-01	NA	230250	NA	Include	NINDS	9371736	1	NS	102829	1		NA
1915762	"ZELIKOFF, JUDITH TERRY "	New York University School Of Medicine	Electronic cigarette cardiotoxicity varies by flavorings: What can we learn from mice?	2019	R21	R21	NIH	"GRUNIG, GABRIELE "	1R21HL142507-01A1	NA	254250	NA	Include	NHLBI	9745827	1	HL	142507	1	A1	NA
9497459	"ZHANG, HUAYE "	Rbhs-Robert Wood Johnson Medical School	Polarity determinants in endolysosomal trafficking and proteostasis: Implications for Alzheimer's disease pathogenesis	2019	R21	R21	NIH	Not Applicable	1R21AG063123-01	NA	238500	NA	Include	NIA	9726220	1	AG	63123	1		NA
8243259	"ZHANG, QUAN "	Massachusetts General Hospital	Improving Calibration of Wearable Blood Pressure Monitoring	2017	R21	R21	NIH	Not Applicable	1R21EB022271-01A1	NA	236933	NA	Include	NIBIB	9387958	1	EB	22271	1	A1	NA
12143108	"ZHANG, TAN "	Wake Forest University Health Sciences	Caspase and Neuromuscular Junction Deterioration in Aging Skeletal Muscle	2018	R21	R21	NIH	Not Applicable	1R21AG059180-01	NA	232500	NA	Include	NIA	9508221	1	AG	59180	1		NA
12559030	"ZHANG, YU SHRIKE"	Brigham And Women's Hospital	Multiscale Stereolithogrphic Bioprinting of Stage-Matching Vascularized Tumor Models	2018	R21	R21	NIH	Not Applicable	1R21EB025270-01A1	NA	231168	NA	Include	NIBIB	9601196	1	EB	25270	1	A1	NA
12435983	"ZHANG, ZIYAN "	"Albert Einstein College Of Medicine, Inc"	Role of autophagy in manganese-induced neurotoxicity	2018	R21	R21	NIH	Not Applicable	1R21ES028960-01A1	NA	70881	NA	Include	NIEHS	9600460	1	ES	28960	1	A1	NA
10629291	"ZHAO, XIAOLI "	Eastern Virginia Medical School	Tuning of innate immunity in local lung	2017	R21	R21	NIH	Not Applicable	1R21AI133465-01	NA	237282	NA	Include	NIAID	9374590	1	AI	133465	1		NA
9094105	"ZHENG, BIN "	Massachusetts General Hospital	Target metabolic vulnerabilities of MDSCs to enhance cancer immunotherapy	2019	R21	R21	NIH	Not Applicable	1R21CA227588-01A1	NA	208581	NA	Include	NCI	9669601	1	CA	227588	1	A1	NA
8881362	"ZHONG, XUEMEI "	Boston Medical Center	Development of a novel cell-based immune therapy using Nanoparticles and natural IgM-producing phagocytic B cells	2016	R21	R21	NIH	Not Applicable	1R21CA205415-01	NA	241061	NA	Include	NCI	9092594	1	CA	205415	1		NA
10265249	"ZHOU, YUBIN  "	Texas A&M University Health Science Ctr	Optogenetic toolkit for remote control of voltage-gated calcium channels	2018	R21	R21	NIH	"HAN, GANG "	1R21GM126532-01	NA	208200	NA	Include	NIGMS	9434936	1	GM	126532	1		NA
9255540	"ZHU, HAO "	University Of Kansas Medical Center	Rescue of mt DNA-derived defects by mitochondria-tareted mRNA import and translation	2016	R21	R21	NIH	Not Applicable	1R21NS094945-01A1	NA	229500	NA	Include	NINDS	9180525	1	NS	94945	1	A1	NA
7147193	"ZHU, HONG  "	University Of Mississippi Med Ctr	A novel animal model of blast-induced vestibular deficits	2018	R21	R21	NIH	"ZHOU, WU "	1R21DC017293-01	NA	232303	NA	Include	NIDCD	9592284	1	DC	17293	1		NA
10813867	"ZHU, LIANG "	University Of Texas Hlth Sci Ctr Houston	New methods to address dilemmas in mixed recurrent-event and panel-count data	2016	R21	R21	NIH	Not Applicable	1R21CA198641-01A1	NA	240361	NA	Include	NCI	9170813	1	CA	198641	1	A1	NA
10635797	"ZHU, SIJUN "	Upstate Medical University	Subcellular-specific targeting of dendrites	2018	R21	R21	NIH	Not Applicable	1R21NS109748-01	NA	202500	NA	Include	NINDS	9651848	1	NS	109748	1		NA
9790602	"ZHU, VIVIENNE  "	Medical University Of South Carolina	Enhancing Intimate Partner Violence (IPV) Identification through Automated EHR Summarization	2018	R21	R21	NIH	"LENERT, LESLIE A."	1R21LM012945-01A1	NA	201825	NA	Include	NLM	9520862	1	LM	12945	1	A1	NA
1884276	"ZIFF, EDWARD B "	New York University School Of Medicine	Mechanisms and therapeutics of calcium dysregulation and synapse loss in Alzheimer's disease	2019	R21	R21	NIH	"GAN, WENBIAO "	1R21AG064273-01	NA	254250	NA	Include	NIA	9808603	1	AG	64273	1		NA
10669142	"ZIPPIN, JONATHAN HALE "	Weill Medical Coll Of Cornell Univ	Uncovering the role of m6A in the melanocyte response to ultraviolet light	2018	R21	R21	NIH	"JAFFREY, SAMIE R"	1R21CA224391-01A1	NA	184331	NA	Include	NCI	9544490	1	CA	224391	1	A1	NA
9529540	"ZOLLEI, LILLA "	Massachusetts General Hospital	Ontogeny of Brainstem Arousal Networks in Human Consciousness	2018	R21	R21	NIH	Not Applicable	1R21HD095338-01	NA	305773	NA	Include	NICHD	9507052	1	HD	95338	1		NA
1989137	"ZORRILLA, CARMEN D"	University Of Puerto Rico Med Sciences	Hurricane-related maternal stress; infant outcomes and resilience factors	2018	R21	R21	NIH	Not Applicable	1R21MD013675-01	NA	152296	NA	Include	NIMHD	9686209	1	MD	13675	1		NA
11496303	"ZU, ZHONGLIANG "	Vanderbilt University Medical Center	Validation of CEST MR Imaging of Creatine and Phosphocreatine in Muscle	2018	R21	R21	NIH	Not Applicable	1R21AR074261-01	NA	208560	NA	Include	NIAMS	9585803	1	AR	74261	1		NA
2056105	"ZUBER, MICHAEL E"	Upstate Medical University	Role of Maturin in retinal development and homeostasis	2019	R21	R21	NIH	Not Applicable	1R21EY030654-01	NA	243000	NA	Include	NEI	9814722	1	EY	30654	1		NA
6155825	"ZUCKERMAN, DANIEL M "	Oregon Health & Science University	Heterogeneity in Virus Capsid Assembly and Structure	2018	R21	R21	NIH	"CONWAY, JAMES F."	1R21AI130745-01A1	NA	244781	NA	Include	NIAID	9453998	1	AI	130745	1	A1	NA
9214414	"ZUCKERMAN, KATHARINE ELIZABETH"	Oregon Health & Science University	Assessing Usability of mHealth Autism Screeners in the Medically Underserved	2019	R21	R21	NIH	Not Applicable	1R21MH120349-01	NA	251504	NA	Include	NIMH	9805696	1	MH	120349	1		NA
1958963	"BELL, KATHLEEN R "	Ut Southwestern Medical Center	Impact of aerobic exercise on aging brain in TBI	2019	R34	R34	NIH	"DING, KAN ;ZHANG, RONG "	1R34AG061304-01A1	NA	325888	NA	Include	NIA	9824257	1	AG	61304	1	A1	NA
11879170	"BIRNBAUM, MICHAEL LEO"	Feinstein Institute For Medical Research	Using Digital Media Advertising to Reduce the Duration of Untreated Psychosis	2019	R34	R34	NIH	Not Applicable	1R34MH120790-01	NA	295652	NA	Include	NIMH	9825868	1	MH	120790	1		NA
14929896	"BLEVINS, CLAIRE  "	"Butler Hospital (Providence, Ri)"	A targeted; real-time; technology-supported intervention for patients with alcohol use disorder on disulfiram	2018	R34	R34	NIH	"ABRANTES, ANA M."	1R34AA026452-01A1	NA	219904	NA	Include	NIAAA	9538884	1	AA	26452	1	A1	NA
8934295	"BRINKMAN, WILLIAM BERNARD"	Cincinnati Childrens Hosp Med Ctr	Improving Medication Continuity among Adolescents with ADHD	2018	R34	R34	NIH	Not Applicable	1R34MH112648-01A1	NA	357750	NA	Include	NIMH	9505234	1	MH	112648	1	A1	NA
1897950	"BROWN, LARRY K "	Rhode Island Hospital	A Mobile Intervention to Improve Uptake of PrEP for Southern Black MSM	2017	R34	R34	NIH	"MENA, LEANDRO ANTONIO"	1R34MH111342-01A1	NA	258711	NA	Include	NIMH	9340915	1	MH	111342	1	A1	NA
7051878	"BRUNNER, HERMINE I "	Cincinnati Childrens Hosp Med Ctr	Improving Pediatric Lupus Nephritis Through Personalized Mycophenolate Mofetil Therapy	2018	R34	R34	NIH	"VINKS, ALEXANDER A"	1R34AR071651-01A1	NA	244860	NA	Include	NIAMS	9443723	1	AR	71651	1	A1	NA
9011522	"CARRICO, ADAM WAYNE "	University Of Miami School Of Medicine	Adaptive intervention strategies to optimize PrEP clinical evaluation and uptake in stimulant-using men	2019	R34	R34	NIH	"GROV, CHRISTIAN "	1R34DA046367-01A1	NA	244499	NA	Include	NIDA	9700968	1	DA	46367	1	A1	NA
7939307	"CHARYTAN, DAVID M "	Brigham And Women's Hospital	Randomized trials using point of care-guided manipulation of dialysate potassium; dialysate bicarbonate; and ultrafiltration rate to prevent hemodilaysis-associated arrythmia	2018	R34	R34	NIH	"PUN, PATRICK H"	1R34HL140477-01	NA	394485	NA	Include	NHLBI	9438040	1	HL	140477	1		NA
11102224	"CLABORN, KASEY R"	Rhode Island Hospital	Mobile Application to Improve Care Coordination among HIV Clinic and Substance Use Treatment Providers	2016	R34	R34	NIH	Not Applicable	1R34DA041237-01A1	NA	197102	NA	Include	NIDA	9199330	1	DA	41237	1	A1	NA
8879782	"COLLETT, BRENT RUSSELL"	Seattle Children's Hospital	Optimizing the Home Literacy Environment for Children with Clefts	2018	R34	R34	NIH	Not Applicable	1R34DE027067-01A1	NA	248485	NA	Include	NIDCR	9599966	1	DE	27067	1	A1	NA
9889601	"CORBY, PATRICIA M "	New York University School Of Medicine	Commensal Oral Microbiota as a Trigger of Oral Mucositis Severity	2016	R34	R34	NIH	"SANFILIPPO, NICHOLAS J."	1R34DE025085-01A1	NA	267027	NA	Include	NIDCR	9034292	1	DE	25085	1	A1	NA
8261876	"CRISANTI, ANNETTE S"	University Of New Mexico Health Scis Ctr	Feasibility of an Early Detection Program for Early Psychosis on a College Campus	2019	R34	R34	NIH	Not Applicable	1R34MH120777-01	NA	225418	NA	Include	NIMH	9825355	1	MH	120777	1		NA
6380823	"DANIEL, STEPHANIE S"	Wake Forest University Health Sciences	Integrated Electronic and Care Manager Support Intervention for Caregivers of Adolescents with Suicide Attempts	2018	R34	R34	NIH	Not Applicable	1R34MH112811-01A1	NA	247275	NA	Include	NIMH	9506949	1	MH	112811	1	A1	NA
11240037	"EHLERS, JUSTIS "	Cleveland Clinic Lerner Com-Cwru	Preparation and Planning for the Prospective Randomized Image-guided Ophthalmic Surgery Clinical Trials	2018	R34	R34	NIH	Not Applicable	1R34EY029308-01	NA	240000	NA	Include	NEI	9585096	1	EY	29308	1		NA
12302624	"ESTEPP, JEREMIE "	St. Jude Children's Research Hospital	Hydroxyurea Management in Kids: Intensive versus Stable Dosage Strategies (HUGKISS)	2016	R34	R34	NIH	Not Applicable	1R34HL127162-01A1	NA	413685	NA	Include	NHLBI	9112200	1	HL	127162	1	A1	NA
1912865	"FOGEL, MARK A"	Children's Hosp Of Philadelphia	Pediatric Replacement of the Pulmonary Valve - TOF Trial	2018	R34	R34	NIH	Not Applicable	1R34HL142142-01	NA	330330	NA	Include	NHLBI	9541228	1	HL	142142	1		NA
7701616	"GALYNKER, IGOR "	Icahn School Of Medicine At Mount Sinai	Impact of clinician Virtual Human Interaction training in Emotional Self-Awareness on patients Suicidal Ideation and Suicide Crisis Syndrome: a Randomized Controlled Trial	2019	R34	R34	NIH	Not Applicable	1R34MH119294-01	NA	386902	NA	Include	NIMH	9725471	1	MH	119294	1		NA
9875940	"GARRO, ARIS C"	Rhode Island Hospital	Trial of Oral Doxycycline for the Treatment of Childhood Lyme Meningitis	2018	R34	R34	NIH	Not Applicable	1R34AI134558-01	NA	261693	NA	Include	NIAID	9412367	1	AI	134558	1		NA
10399248	"GILMORE, AMANDA KATHERINE"	Medical University Of South Carolina	Alcohol and Violence Prevention for College Students	2018	R34	R34	NIH	Not Applicable	1R34AA025691-01A1	NA	253889	NA	Include	NIAAA	9456111	1	AA	25691	1	A1	NA
9715478	"GUILLE, CONSTANCE "	Medical University Of South Carolina	Web-Based Treatment for Perinatal Opioid Use Disorder	2019	R34	R34	NIH	Not Applicable	1R34DA046730-01	NA	336375	NA	Include	NIDA	9585836	1	DA	46730	1		NA
11308231	"JANICKI, JOSEPH A"	Lurie Children's Hospital Of Chicago	IMPACCT ? Infrastructure for Musculoskeletal Pediatric Acute Care Clinical Trials	2019	R34	R34	NIH	Not Applicable	1R34AR075303-01	NA	335708	NA	Include	NIAMS	9737480	1	AR	75303	1		NA
1882834	"KATZ, STUART D"	New York University School Of Medicine	CABG vs. PCI to Improve Outcomes in Systolic Heart Failure: A Pilot Feasibility Study - Resubmission - 1	2019	R34	R34	NIH	Not Applicable	1R34HL141621-01A1	NA	379014	NA	Include	NHLBI	9667544	1	HL	141621	1	A1	NA
14641364	"KEMP, JOSHUA "	Emma Pendleton Bradley Hospital	Examining Behavioral Strategies for Enhancing Therapists' Delivery of Exposure Therapy	2019	R34	R34	NIH	Not Applicable	1R34MH118199-01	NA	162209	NA	Include	NIMH	9641707	1	MH	118199	1		NA
