"","Project.Title","Administering..IC","Application.ID","Project.Number","Type","Activity","IC","Serial.Number","Support.Year","Suffix","Subproject.Number","Contact.PI..Person.ID","Contact.PI...Project.Leader","Other.PI.or.Project.Leader.s.","Organization.Name","ARRA.Indicator","FY","FY.Total.Cost","FY.Total.Cost...Sub.Projects.","Stats"
"775","Electronic Medication Adherence Reporting and Feedback During Care Transitions","AHRQ",9091839,"1R21HS024587-01",1,"R21","HS",24587,1,"",NA,8526844,"SCHNIPPER, JEFFREY LAWRENCE","Not Applicable","Brigham And Women's Hospital",NA,2016,156090,NA,"Include"
"776","The entorhinal cortex and aerobic exercise in aging","NIA",9111578,"1R21AG049968-01A1",1,"R21","AG",49968,1,"A1",NA,8766674,"SCHON, KARIN ","Not Applicable","Boston University Medical Campus",NA,2016,273235,NA,"Include"
"777","Discussions of Prognosis and Stopping Cancer Screening in Older Adults","NCI",9386149,"1R21CA212386-01A1",1,"R21","CA",212386,1,"A1",NA,7889278,"SCHONBERG, MARA A","Not Applicable","Beth Israel Deaconess Medical Center",NA,2017,235787,NA,"Include"
"778","Regulation of Antibody Diversity by AP Endonucleases","NIAID",9245367,"1R21AI126122-01A1",1,"R21","AI",126122,1,"A1",NA,1895337,"SCHRADER, CAROL E","Not Applicable","Univ Of Massachusetts Med Sch Worcester",NA,2017,251250,NA,"Include"
"779","PsySTART Rapid Triage of PTSD Risk in Pediatric Injury Patients","NICHD",9669724,"1R21HD097680-01A1",1,"R21","HD",97680,1,"A1",NA,10812596,"SCHREIBER, MERRITT ","Not Applicable","La Biomed Res Inst/ Harbor Ucla Med Ctr",NA,2019,213303,NA,"Include"
"780","Examining the dynamic and metabolic underpinnings of functional connectivity in preclinical Alzheimer's disease","NIA",9584216,"1R21AG060221-01",1,"R21","AG",60221,1,"",NA,12406755,"SCHULTZ, AARON P","Not Applicable","Massachusetts General Hospital",NA,2018,252750,NA,"Include"
"781","Effect of Mindfulness Training on Opioid Use and Anxiety During Primary Care Buprenorphine Treatment","NCCIH",9627632,"1R21AT010125-01",1,"R21","AT",10125,1,"",NA,10480080,"SCHUMAN OLIVIER, ZEV DAVID","Not Applicable","Cambridge Health Alliance",NA,2018,328000,NA,"Include"
"782","Distinguishing Chronic Fatigue Syndrome from Fibromyalgia by Unbiased Proteomics","NIAID",9597448,"1R21AI135879-01A1",1,"R21","AI",135879,1,"A1",NA,1878638,"SCHUTZER, STEVEN E","Not Applicable","Rbhs-New Jersey Medical School",NA,2018,337987,NA,"Include"
"783","Neurobiological Mediators of Self-Regulatory and Reward-Based Motivational Predictors of Exercise Maintenance in Chronic Pain and PTSD","NCCIH",9607832,"1R21AT010293-01",1,"R21","AT",10293,1,"",NA,10717214,"SCIOLI, ERICA ROSE","Not Applicable","Boston University Medical Campus",NA,2018,189000,NA,"Include"
"784","Mitochondrial dysfunction; metabolic syndrome and oxidative damage in Sjogren's Syndrome","NIDCR",9387723,"1R21DE026877-01A1",1,"R21","DE",26877,1,"A1",NA,1892960,"SCOFIELD, ROBERT HAL","Not Applicable","University Of Oklahoma Hlth Sciences Ctr",NA,2017,196973,NA,"Include"
"785","High-Throughput Functional Annotation of Fusion Gene Cancer Drivers","NCI",9099334,"1R21CA198320-01A1",1,"R21","CA",198320,1,"A1",NA,8586342,"SCOTT, KENNETH L.","Not Applicable","Baylor College Of Medicine",NA,2016,187386,NA,"Include"
"786","A new look at mechanism-based Alzheimer's Disease biomarkers in blood","NIA",9526158,"1R21AG056753-01A1",1,"R21","AG",56753,1,"A1",NA,6206688,"SELKOE, DENNIS J","Not Applicable","Brigham And Women's Hospital",NA,2018,268500,NA,"Include"
"787","Role of TRIF and EGFR in STING Signaling","NIAID",9086042,"1R21AI123783-01",1,"R21","AI",123783,1,"",NA,1895927,"SEN, GANES C.","Not Applicable","Cleveland Clinic Lerner Com-Cwru",NA,2016,237750,NA,"Include"
"788","Pancreatic Cyst Fluid miRNOME for Biomarkers of Pancreatic Cancer","NCI",9025239,"1R21CA185962-01A1",1,"R21","CA",185962,1,"A1",NA,1968128,"SEN, SUBRATA ","Not Applicable","University Of Tx Md Anderson Can Ctr",NA,2016,223369,NA,"Include"
"789","Actively Shimmed Needles for Interventional MRI","NIBIB",9601056,"1R21EB025258-01A1",1,"R21","EB",25258,1,"A1",NA,11202558,"SENGUPTA, SAIKAT T.","Not Applicable","Vanderbilt University Medical Center",NA,2018,158000,NA,"Include"
"790","RNA Targets for Fragile X Mental Retardation Protein","NIMH",9235006,"1R21MH112165-01",1,"R21","MH",112165,1,"",NA,10925385,"SERGANOV, ALEXANDER ","Not Applicable","New York University School Of Medicine",NA,2016,211875,NA,"Include"
"791","Regulation of IP3R channel in apoptosis","NINDS",9544550,"1R21NS106968-01",1,"R21","NS",106968,1,"",NA,7938270,"SERYSHEVA, IRINA I","Not Applicable","University Of Texas Hlth Sci Ctr Houston",NA,2018,231000,NA,"Include"
"792","Behavioral Management of Phosphorus in Hemodialysis","NIDDK",9124169,"1R21DK105437-01A1",1,"R21","DK",105437,1,"A1",NA,1911771,"SEVICK, MARY A","Not Applicable","New York University School Of Medicine",NA,2016,211756,NA,"Include"
"793","Imaging Chylo- and Lympho-thorax in Children with Congenital Heart Defects","NICHD",9055078,"1R21HD085691-01A1",1,"R21","HD",85691,1,"A1",NA,1877644,"SEVICK-MURACA, EVA M.","Not Applicable","University Of Texas Hlth Sci Ctr Houston",NA,2016,220200,NA,"Include"
"794","Anti-Axl and anti-Mer antibody treatment to reduce the clinical course of EAE","NINDS",9109156,"1R21NS093134-01A1",1,"R21","NS",93134,1,"A1",NA,1878365,"SHAFIT-ZAGARDO, BRIDGET ","Not Applicable","Albert Einstein College Of Medicine, Inc",NA,2016,250500,NA,"Include"
"795","Feasibility and Effectiveness of  Automated Geriatric Co-Management Program on Improving the Perioperative Care of Older Lung Cancer Patients","NIA",9582611,"1R21AG060275-01",1,"R21","AG",60275,1,"",NA,10992114,"SHAHROKNI, ARMIN ","Not Applicable","Sloan-Kettering Inst Can Research",NA,2018,224500,NA,"Include"
"796","Epigenetic Mechanisms Underlying Trophoblast Syncytialization","NICHD",9308639,"1R21HD086194-01A1",1,"R21","HD",86194,1,"A1",NA,8840802,"SHANKAR, KARTIK ","Not Applicable","Arkansas Children's Hospital Res Inst",NA,2017,229500,NA,"Include"
"797","Leveraging experimental and computational tools to define molecular functions of non-coding RNAs in innate immune responses to viral infection","NIAID",9824156,"1R21AI147201-01",1,"R21","AI",147201,1,"",NA,11144370,"SHAPIRA, SAGI ","Not Applicable","Columbia University Health Sciences",NA,2019,260000,NA,"Include"
"798","Acute Effects of Cannabis on Cognition and Mobility in Older HIV-Infected and Uninfected Women'","NIA",9560488,"1R21AG059505-01",1,"R21","AG",59505,1,"",NA,8865402,"SHARMA, ANJALI ","Not Applicable","Albert Einstein College Of Medicine, Inc",NA,2018,114893,NA,"Include"
"799","A promising small molecule for pancreatic cancer therapy","NCI",9652983,"1R21CA234681-01",1,"R21","CA",234681,1,"",NA,8498319,"SHARMA, ARUN KUMAR","Not Applicable","Pennsylvania State Univ Hershey Med Ctr",NA,2019,198064,NA,"Include"
"800","Incorporating patient reported outcomes into individualized prognostication tools for survival and quality of life in transplant patients","NHLBI",9591693,"1R21HL140314-01A1",1,"R21","HL",140314,1,"A1",NA,12566705,"SHAW, BRONWEN ","Not Applicable","Medical College Of Wisconsin",NA,2018,123773,NA,"Include"
"801","A system for whole-brain recording and control of activated neurons with near-infrared light","NEI",9829308,"1R21EY030705-01",1,"R21","EY",30705,1,"",NA,11270301,"SHCHERBAKOVA, DARIA ","Not Applicable","Albert Einstein College Of Medicine, Inc",NA,2019,502625,NA,"Include"
"802","Epigenetic Silencing of HSA21 in Down Syndrome","NINDS",9892127,"1R21NS115593-01",1,"R21","NS",115593,1,"",NA,1861367,"SHEEN, VOLNEY L","Not Applicable","Beth Israel Deaconess Medical Center",NA,2019,218750,NA,"Include"
"803","Parental history of suicidal behavior and early markers of risk in pre-pubescent youth","NIMH",9601100,"1R21MH116206-01A1",1,"R21","MH",116206,1,"A1",NA,10796221,"SHEFTALL, ARIELLE HOPE","Not Applicable","Research Inst Nationwide Children's Hosp",NA,2018,234205,NA,"Include"
"804","Antibody based neuronal and axonal delivery vector for enzyme delivery in GM2 gangliosidosis","NINDS",9746045,"1R21NS107961-01A1",1,"R21","NS",107961,1,"A1",NA,6111448,"SHEIKH, KAZIM A","Not Applicable","University Of Texas Hlth Sci Ctr Houston",NA,2019,423500,NA,"Include"
"805","Feasibility and Acceptability of a Text Messaging Intervention to Increase Smoking Cessation in Vietnam","NCI",9334431,"1R21CA225852-01",1,"R21","CA",225852,1,"",NA,8187585,"SHELLEY, DONNA R ","NGUYEN, NAM TRUONG","New York University School Of Medicine",NA,2017,170829,NA,"Include"
"806","KATP channels as biomechanical sensors in the regulation of ductus arteriosus tone","NHLBI",9145915,"1R21HL132805-01",1,"R21","HL",132805,1,"",NA,10948575,"SHELTON, ELAINE ","Not Applicable","Vanderbilt University Medical Center",NA,2016,219600,NA,"Include"
"807","Probing mechanism and outcome of Chlamydia trachomatis response to antimicrobial insults","NIAID",9808730,"1R21AI146454-01",1,"R21","AI",146454,1,"",NA,6444672,"SHEN, LI ","Not Applicable","Lsu Health Sciences Center",NA,2019,220500,NA,"Include"
"808","A communication-based intervention for advanced cancer patient-caregiver dyads to increase engagement in advance care planning and reduce caregiver burden","NCI",9581106,"1R21CA224874-01A1",1,"R21","CA",224874,1,"A1",NA,11819572,"SHEN, MEGAN JOHNSON ","TREVINO, KELLY ","Weill Medical Coll Of Cornell Univ",NA,2018,192247,NA,"Include"
"809","Structural basis of antibody affinity maturation by somatic hypermutation","NIAID",9601099,"1R21AI138024-01A1",1,"R21","AI",138024,1,"A1",NA,11912210,"SHENG, ZIZHANG ","Not Applicable","Columbia University Health Sciences",NA,2018,202291,NA,"Include"
"810","Hyaluron as a regulator of chemotherapy-induced changes in neurogenesis","NCI",9667307,"1R21CA223461-01A1",1,"R21","CA",223461,1,"A1",NA,7356572,"SHERMAN, LARRY S","Not Applicable","Oregon Health & Science University",NA,2019,222237,NA,"Include"
"811","Correcting genetic disorders using predictable CRISPR/Cas9-induced exon skipping","NHGRI",9650974,"1R21HG010391-01",1,"R21","HG",10391,1,"",NA,10574804,"SHERWOOD, RICHARD I ","CASSA, CHRISTOPHER ","Brigham And Women's Hospital",NA,2019,268500,NA,"Include"
"812","Molecularly targeted photothermal ablation to enhance the therapeutic efficacy of immunomodulatory therapies in hepatocellular carcinoma","NIBIB",9667341,"1R21EB026089-01A1",1,"R21","EB",26089,1,"A1",NA,11692688,"SHETH, RAHUL ANIL","Not Applicable","University Of Tx Md Anderson Can Ctr",NA,2019,240000,NA,"Include"
"813","Maternal effects on immune function in the offspring","NIAID",9316158,"1R21AI121997-01A1",1,"R21","AI",121997,1,"A1",NA,6720750,"SHI, HAI NING","Not Applicable","Massachusetts General Hospital",NA,2017,249755,NA,"Include"
"814","Epigenomic Signatures of Radiation Sensitivity in HPV-associated Cancers","NCI",9024701,"1R21CA185921-01A1",1,"R21","CA",185921,1,"A1",NA,7936800,"SHIBATA, DAVID  ","SIEGEL, ERIN ","University Of Tennessee Health Sci Ctr",NA,2016,223484,NA,"Include"
"815","Cerebro-cerebellar circuitry in the pathophysiology of auditory hallucinations: dysmetria of auditory perceptual processing?","NIMH",9876452,"1R21MH121831-01",1,"R21","MH",121831,1,"",NA,10369753,"SHINN, ANN KYUNGAH ","LIU, HESHENG ","Mclean Hospital",NA,2019,252461,NA,"Include"
"816","Neuroimmune modulation of neuronal function during cocaine conditioning","NIDA",9841651,"1R21DA049568-01",1,"R21","DA",49568,1,"",NA,9835628,"SHUMAN, TRISTAN  ","KIRALY, DREW ","Icahn School Of Medicine At Mount Sinai",NA,2019,254250,NA,"Include"
"817","Single Domain Anti-Tau Antibodies as Potential Therapy for Alzheimer's Disease ","NIA",9543700,"1R21AG058282-01A1",1,"R21","AG",58282,1,"A1",NA,6107895,"SIGURDSSON, EINAR M","Not Applicable","New York University School Of Medicine",NA,2018,254250,NA,"Include"
"818","Mitochondrial mechanisms and vulnerability to alpha-synuclein toxicity","NINDS",9385532,"1R21NS094840-01A1",1,"R21","NS",94840,1,"A1",NA,1930472,"SIMON, DAVID K.","Not Applicable","Beth Israel Deaconess Medical Center",NA,2017,216250,NA,"Include"
"819","Calcium entry modulates stem cell proliferation","NIDCR",9828165,"1R21DE028265-01A1",1,"R21","DE",28265,1,"A1",NA,7726886,"SINGH, BRIJ B","Not Applicable","University Of Texas Hlth Science Center",NA,2019,230625,NA,"Include"
"820","Plasma biomarkers of cerebral disease in X-linked adrenoleukodystrophy","NINDS",9599828,"1R21NS104560-01A1",1,"R21","NS",104560,1,"A1",NA,11725173,"SINGH, JASPREET ","Not Applicable","Henry Ford Health System",NA,2018,240254,NA,"Include"
"821","Understanding the molecular regulation of autophagy during aging","NIA",9374136,"1R21AG056754-01",1,"R21","AG",56754,1,"",NA,10010091,"SINGH, RAJAT ","Not Applicable","Albert Einstein College Of Medicine, Inc",NA,2017,250500,NA,"Include"
"822","Reducing Behavioral and Psychological Symptoms of Dementia (BPSD) for Acutely-Ill Persons with Alzheimers Disease and Related Dementias via Patient Engagement Specialists","NINR",9724881,"1R21NR018500-01",1,"R21","NR",18500,1,"",NA,12041561,"SINVANI, LIRON DANAY","Not Applicable","Feinstein Institute For Medical Research",NA,2019,264459,NA,"Include"
"823","Predicting Tumor Heterogeneity Evolution After Therapy In Patient-Derived Ex Vivo Glioblastoma Organoids","NCI",9572626,"1R21CA229027-01",1,"R21","CA",229027,1,"",NA,11388576,"SKARDAL, ALEKSANDER  ","STROWD, ROY ERVIN","Wake Forest University Health Sciences",NA,2018,303000,NA,"Include"
"824","A High-Throughput Chemical Screen to Identify Inhibitors of the Fungal Azole Transporter Cdr1p","NIAID",9624955,"1R21AI141089-01",1,"R21","AI",141089,1,"",NA,1969718,"SKLAR, LARRY A. ","BERNARDO, STELLA MARIE;HOUGHTEN, RICHARD ALLEN;LEE, SAMUEL AUSTIN","University Of New Mexico Health Scis Ctr",NA,2019,273077,NA,"Include"
"825","Racioethnic and Socioeconomic Impact on Outcomes in Pediatric Cardiomyopathy","NHLBI",9592454,"1R21HL140443-01A1",1,"R21","HL",140443,1,"A1",NA,1939758,"SLEEPER, LYNN A ","WILKINSON, JAMES D","Boston Children's Hospital",NA,2018,159077,NA,"Include"
"826","Using Single Cell Analysis to identify therapeutic vulnerabilities in leptomeningeal melanoma metastases","NCI",9318837,"1R21CA216756-01",1,"R21","CA",216756,1,"",NA,9122670,"SMALLEY, KEIRAN  ","FORSYTH, PETER ALEXANDER","H. Lee Moffitt Cancer Ctr & Res Inst",NA,2017,187050,NA,"Include"
"827","Identifying Protective and Risk Factors for Non-infectious Uveitis","NEI",9650743,"1R21EY029851-01",1,"R21","EY",29851,1,"",NA,9753518,"SOBRIN, LUCIA ","Not Applicable","Massachusetts Eye And Ear Infirmary",NA,2019,263573,NA,"Include"
"828","Leveraging Correlated Traits to Identify Genetic Associations with Sleep Disordered Breathing","NHLBI",9814425,"1R21HL145425-01A1",1,"R21","HL",145425,1,"A1",NA,14367603,"SOFER, TAMAR ","Not Applicable","Brigham And Women's Hospital",NA,2019,134250,NA,"Include"
"829","3D Imaging of Tumor Mechanobiology Using Nanobomb Optical Coherence Elastography","NCI",9667534,"1R21CA231561-01A1",1,"R21","CA",231561,1,"A1",NA,6647553,"SOKOLOV, KONSTANTIN V","Not Applicable","University Of Tx Md Anderson Can Ctr",NA,2019,184005,NA,"Include"
"830","New Strategy for Pancreatic Cancer Therapy","NCI",9439250,"1R21CA223429-01",1,"R21","CA",223429,1,"",NA,1864089,"SOLHEIM, JOYCE C","Not Applicable","University Of Nebraska Medical Center",NA,2018,165210,NA,"Include"
"831","Etiology of Nodding Syndrome: an Epileptic Disorder of East African Children","NINDS",9597149,"1R21NS108355-01",1,"R21","NS",108355,1,"",NA,1959469,"SPENCER, PETER S ","MWAKA, DEOGRATIUS AMOS","Oregon Health & Science University",NA,2018,174808,NA,"Include"
"832","Use of Protein Biomarkers to Identify Latent/Persistent HIV Infected Cell Reservoirs Without Induced Reactivation","NIAID",9050436,"1R21AI122389-01",1,"R21","AI",122389,1,"",NA,6806309,"SPINA, CELSA A","Not Applicable","Veterans Medical Research Fdn/San Diego",NA,2016,226598,NA,"Include"
"833","Human Chromosome 14 Analysis in Neuronal Cells","NINDS",9245294,"1R21NS096664-01A1",1,"R21","NS",96664,1,"A1",NA,1868405,"SPINNER, NANCY BETTINA ","ANDERSON, STEWART A","Children's Hosp Of Philadelphia",NA,2016,210000,NA,"Include"
"834","Anticonvulsant screening using chronic epilepsy models","NINDS",9316238,"1R21NS096948-01A1",1,"R21","NS",96948,1,"A1",NA,1862584,"STALEY, KEVIN J. ","BERDICHEVSKY, YEVGENY ;DUDEK, F. EDWARD ;DULLA, CHRIS G","Massachusetts General Hospital",NA,2017,443878,NA,"Include"
"835","Novel computational approaches for assessing the impact of chronic insufficient sleep on brain and heart dynamics","NHLBI",9592370,"1R21HL135516-01A1",1,"R21","HL",135516,1,"A1",NA,9767542,"STAMOULIS, CATHERINE ","Not Applicable","Boston Children's Hospital",NA,2018,148747,NA,"Include"
"836","Role of the Oral Microbiome in Oral Squamous Cell Carcinoma Progression","NIDCR",9824193,"1R21DE028063-01A1",1,"R21","DE",28063,1,"A1",NA,1889561,"STASHENKO, PHILIP ","Not Applicable","Boston University Medical Campus",NA,2019,328422,NA,"Include"
"837","Neuromodulation of Inflammation to Treat Heart Failure with Preserved Ejection Fraction","NIA",9433288,"1R21AG057879-01",1,"R21","AG",57879,1,"",NA,11336331,"STAVRAKIS, STAVROS ","Not Applicable","University Of Oklahoma Hlth Sciences Ctr",NA,2018,185000,NA,"Include"
"838","Substrates of Cul3 and Insomniac for Sleep and Memory","NINDS",9727371,"1R21NS111304-01",1,"R21","NS",111304,1,"",NA,11604156,"STAVROPOULOS, NICHOLAS ","Not Applicable","New York University School Of Medicine",NA,2019,466125,NA,"Include"
"839","Persistence Targeted Smoking Cessation in Schizophrenia (PTSC-S)","NIDA",9055389,"1R21DA041163-01",1,"R21","DA",41163,1,"",NA,7847932,"STEINBERG, MARC L","Not Applicable","Rbhs-Robert Wood Johnson Medical School",NA,2016,211472,NA,"Include"
"840","Dissecting the metabolic determinants of micro-niche development within Staphylococcus aureus biofilm","NIAID",9585971,"1R21AI139963-01",1,"R21","AI",139963,1,"",NA,10621077,"STEINKE, LAUREY ","Not Applicable","University Of Nebraska Medical Center",NA,2018,190625,NA,"Include"
"841","Development of Poly ICLC for neuroprotection against ischemic brain injury","NINDS",9182366,"1R21NS094833-01A1",1,"R21","NS",94833,1,"A1",NA,1895699,"STENZEL-POORE, MARY P","Not Applicable","Oregon Health & Science University",NA,2016,259471,NA,"Include"
"842","The role of APOBEC3 proteins in innate immune responses in developing thymocytes","NIAID",9065291,"1R21AI122962-01",1,"R21","AI",122962,1,"",NA,7671720,"STEPHENS, EDWARD BRICE","Not Applicable","University Of Kansas Medical Center",NA,2016,229500,NA,"Include"
"843","Measurement of Antibody Epitope Signatures by Peptide Microarrays to Determine Recency of HIV Infection","NIAID",9065192,"1R21AI122938-01",1,"R21","AI",122938,1,"",NA,10202650,"STEPHENSON, KATHRYN ELAINE ","HENRICH, TIMOTHY JENSEN","Beth Israel Deaconess Medical Center",NA,2016,225055,NA,"Include"
"844","A Mobile-Support Program to Facilitate Nutritional Caregiving in Head and Neck Cancer","NCI",9386583,"1R21CA215557-01A1",1,"R21","CA",215557,1,"A1",NA,9617050,"STERBA, KATHERINE REGAN","Not Applicable","Medical University Of South Carolina",NA,2017,195098,NA,"Include"
"845","Bronchoscopic Cryo-Immunotherapy of Lung Cancer","NCI",9728607,"1R21CA229714-01A1",1,"R21","CA",229714,1,"A1",NA,7871284,"STERMAN, DANIEL ","Not Applicable","New York University School Of Medicine",NA,2019,221198,NA,"Include"
"846","Evidence for a Distinct Gut Microbiome in Kidney Stone Formers","NIDDK",9182402,"1R21DK108097-01A1",1,"R21","DK",108097,1,"A1",NA,12563237,"STERN, JOSH  ","DAVIES, KELVIN P","Albert Einstein College Of Medicine, Inc",NA,2016,250500,NA,"Include"
"847","Cationic Bolaamphiphiles (CAB) and Phosphorothioate Gapmers as Antisense Therapy for C. difficile","NIAID",9360651,"1R21AI132353-01",1,"R21","AI",132353,1,"",NA,10368776,"STEWART, DAVID B. ","SHARMA, ARUN KUMAR","Pennsylvania State Univ Hershey Med Ctr",NA,2017,103870,NA,"Include"
"848","Inter-alpha inhibitors:  Novel neuroinflammatory modulator of neonatal brain injury","NINDS",9182400,"1R21NS095130-01A1",1,"R21","NS",95130,1,"A1",NA,1963302,"STONESTREET, BARBARA S","Not Applicable","Women And Infants Hospital-Rhode Island",NA,2016,200250,NA,"Include"
"849","Characterization of sleep behavior in a rodent model of headache","NINDS",9508439,"1R21NS106345-01",1,"R21","NS",106345,1,"",NA,1889599,"STRASSMAN, ANDREW MARK","Not Applicable","Beth Israel Deaconess Medical Center",NA,2018,278927,NA,"Include"
"850","Defining Host Genetic Factors in Adverse Clinical Outcomes in Lyme Disease","NIAID",9726743,"1R21AI144916-01",1,"R21","AI",144916,1,"",NA,9348150,"STRLE, KLEMEN ","Not Applicable","Massachusetts General Hospital",NA,2019,230068,NA,"Include"
"851","(PQ10) Do microbiota alter the epigenetic landscape in human genome","NCI",9171885,"1R21CA208464-01",1,"R21","CA",208464,1,"",NA,1867196,"STRONGIN, ALEX Y","Not Applicable","Sanford Burnham Prebys Medical Discovery Institute",NA,2016,254475,NA,"Include"
"852","Persistent rubella in immune deficient patients","NIAID",9588688,"1R21AI130967-01A1",1,"R21","AI",130967,1,"A1",NA,1898979,"SULLIVAN, KATHLEEN E","Not Applicable","Children's Hosp Of Philadelphia",NA,2018,258000,NA,"Include"
"853","Diagnostic biomarkers for hepatoblastomas with hepatocellular carcinoma features","NCI",9810456,"1R21CA223140-01A1",1,"R21","CA",223140,1,"A1",NA,9359280,"SUMAZIN, PAVEL ","Not Applicable","Baylor College Of Medicine",NA,2019,208800,NA,"Include"
"854","Role of the Gut Microbiome in Implant Loosening","NIAMS",9722840,"1R21AR075130-01",1,"R21","AR",75130,1,"",NA,7900507,"SUMNER, D RICK","Not Applicable","Rush University Medical Center",NA,2019,207240,NA,"Include"
"855","SOCS1 regulations of influenza infection","NIAID",9600336,"1R21AI128527-01A1",1,"R21","AI",128527,1,"A1",NA,10394902,"SUN, KEER ","Not Applicable","University Of Nebraska Medical Center",NA,2018,190417,NA,"Include"
"856","Tablet-based mobile health ultrasound for point-of-care breast cancer diagnosis in Nigeria","NCI",9773812,"1R21CA239784-01",1,"R21","CA",239784,1,"",NA,8503322,"SUTTON, ELIZABETH J ","OMISORE, ADELEYE DORCAS","Sloan-Kettering Inst Can Research",NA,2019,205915,NA,"Include"
"857","VACCINE STRATEGIES TO CIRCUMVENT AGE-ASSOCIATED IMMUNE DEFECTS","NIA",9504047,"1R21AG058758-01",1,"R21","AG",58758,1,"",NA,1867451,"SWAIN, SUSAN L","Not Applicable","Univ Of Massachusetts Med Sch Worcester",NA,2018,251250,NA,"Include"
"858","Neural and non-neural contributions to phenotype in human SMA type 1","NINDS",9585404,"1R21NS108015-01",1,"R21","NS",108015,1,"",NA,8552226,"SWOBODA, KATHRYN J.","Not Applicable","Massachusetts General Hospital",NA,2018,210625,NA,"Include"
"859","Unlocking the Therapeutic Potential of Retinoic Acid in Acute Myeloid Leukemia","NCI",9179459,"1R21CA202488-01A1",1,"R21","CA",202488,1,"A1",NA,9586754,"SWORDS, RONAN THOMAS","Not Applicable","University Of Miami School Of Medicine",NA,2016,200318,NA,"Include"
"860","Thymic negative selection in human T1D immune systems","NIAID",9808304,"1R21AI146828-01",1,"R21","AI",146828,1,"",NA,1887410,"SYKES, MEGAN ","Not Applicable","Columbia University Health Sciences",NA,2019,238702,NA,"Include"
"861","Rad52-dependent recombination in response to replication stress","NIEHS",9713292,"1R21ES030447-01",1,"R21","ES",30447,1,"",NA,1861611,"SYMINGTON, LORRAINE S","Not Applicable","Columbia University Health Sciences",NA,2019,202500,NA,"Include"
"862","Studying Mechanotransduction in Late Embryonic Development to Inform Tendon Tissue Engineering","NIAMS",9808374,"1R21AR075941-01",1,"R21","AR",75941,1,"",NA,12265601,"SZCZESNY, SPENCER ","Not Applicable","Pennsylvania State Univ Hershey Med Ctr",NA,2019,188139,NA,"Include"
"863","Defining the role of host lipid repertoire in Mycobacterium tuberculosis infection","NIAID",9245534,"1R21AI124225-01A1",1,"R21","AI",124225,1,"A1",NA,11263520,"TAFESSE, FIKADU G.","Not Applicable","Oregon Health & Science University",NA,2017,192500,NA,"Include"
"864","Dynamic Contributions of Identified Neurons to High Frequency Oscillations","NINDS",9507368,"1R21NS106434-01",1,"R21","NS",106434,1,"",NA,10910599,"TAKANO, HAJIME ","Not Applicable","Children's Hosp Of Philadelphia",NA,2018,264560,NA,"Include"
"865","Layer 1 Circuitry in Mouse Auditory Cortex","NIDCD",9517172,"1R21DC016991-01",1,"R21","DC",16991,1,"",NA,8648346,"TAKESIAN, ANNE E","Not Applicable","Massachusetts Eye And Ear Infirmary",NA,2018,170000,NA,"Include"
"866","Teaching Academic Success Skills to Middle School Students with Autism Spectrum Disorders (ASD) with Executive Functioning Deficits","NICHD",9385814,"1R21HD090334-01A1",1,"R21","HD",90334,1,"A1",NA,7510579,"TAMM, LEANNE  ","DUNCAN, AMIE MARIE","Cincinnati Childrens Hosp Med Ctr",NA,2017,198750,NA,"Include"
"867","Antibody-based eradication of HIV from the CNS reservoirs","NIMH",9256780,"1R21MH112360-01",1,"R21","MH",112360,1,"",NA,8834402,"TAN, CHEN SABRINA","Not Applicable","Beth Israel Deaconess Medical Center",NA,2016,163565,NA,"Include"
"868","Improve glaucoma diagnosis using retinal surface contour variability measured by OCT","NEI",9387222,"1R21EY027007-01A1",1,"R21","EY",27007,1,"A1",NA,9612184,"TAN, OU ","Not Applicable","Oregon Health & Science University",NA,2017,151570,NA,"Include"
"869","Paying Attention to Physical Activity in ADHD","NCCIH",9508281,"1R21AT010041-01",1,"R21","AT",10041,1,"",NA,10942960,"TANDON, POOJA SARIN ","SCHOENFELDER, ERIN NICOLE","Seattle Children's Hospital",NA,2018,240830,NA,"Include"
"870","Abeta-Targeted Fluorinated Liposomes for 19F MRI Detection of Abeta Pathologies in APP/PSEN1 Mice","NIBIB",9034135,"1R21EB020153-01A1",1,"R21","EB",20153,1,"A1",NA,11058530,"TANIFUM, ERIC ","Not Applicable","Baylor College Of Medicine",NA,2016,237750,NA,"Include"
"871","Epigenetic Regulation of Drug Resistance to ABT-199 in B-cell Malignancies","NCI",9649851,"1R21CA234519-01",1,"R21","CA",234519,1,"",NA,8002558,"TAO, JIANGUO ","Not Applicable","H. Lee Moffitt Cancer Ctr & Res Inst",NA,2019,224460,NA,"Include"
"872","Role of m6A RNA methylation in Regulation of Translation in Human Glioblastoma","NCI",9824807,"1R21CA235415-01A1",1,"R21","CA",235415,1,"A1",NA,9231508,"TAPINOS, NIKOLAOS ","Not Applicable","Rhode Island Hospital",NA,2019,225983,NA,"Include"
"873","Genome-targeted IL-23 receptor reporter rats for studying HLA-B27-dependent spondyloarthritis","NIAMS",9724870,"1R21AR075150-01",1,"R21","AR",75150,1,"",NA,1866799,"TAUROG, JOEL D","Not Applicable","Ut Southwestern Medical Center",NA,2019,213840,NA,"Include"
