"","Project.Title","Administering..IC","Application.ID","Project.Number","Type","Activity","IC","Serial.Number","Support.Year","Suffix","Subproject.Number","Contact.PI..Person.ID","Contact.PI...Project.Leader","Other.PI.or.Project.Leader.s.","Organization.Name","ARRA.Indicator","FY","FY.Total.Cost","FY.Total.Cost...Sub.Projects.","Stats"
"659","Effect of hypertrophy mutation on kinetics of single cardiac myosin molecule","NHLBI",8768006,"1K25HL124308-01",1,"K25","HL",124308,1,"",NA,11300545,"RICH, RYAN MICHAEL","Not Applicable","University Of North Texas Hlth Sci Ctr",NA,2014,91256,NA,"Include"
"660","Targeting Determinants of OvCa Metastases in Engineered 3D Microfluidic Platforms","NCI",8635808,"1K99CA175292-01A1",1,"K99","CA",175292,1,"A1",NA,10532973,"RIZVI, IMRAN ","Not Applicable","Brigham And Women's Hospital",NA,2014,174871,NA,"Include"
"661","The genomic bridge project (GBP)","NIMH",8581369,"1K01MH099286-01A1",1,"K01","MH",99286,1,"A1",NA,9639197,"ROBINSON, ELISE B","Not Applicable","Massachusetts General Hospital",NA,2013,158206,NA,"Include"
"662","Resilience among Youth of Color in Impoverished Urban Communities","NICHD",8425912,"1K23HD074946-01",1,"K23","HD",74946,1,"",NA,10239696,"RODGERS, CARYN R.R.","Not Applicable","Albert Einstein College Of Medicine",NA,2013,127075,NA,"Include"
"663","The role of the small molecular chaperone HSP25 in longevity and healthy aging","NIA",8968105,"1K99AG049940-01A1",1,"K99","AG",49940,1,"A1",NA,9400684,"RODRIGUEZ, KARL A","Not Applicable","University Of Texas Hlth Science Center",NA,2015,97200,NA,"Include"
"664","Moving Beyond HDL Cholesterol; HDL Function as a Coronary Disease Biomarker","NHLBI",8488256,"1K08HL118131-01",1,"K08","HL",118131,1,"",NA,9836800,"ROHATGI, ANAND KUMAR","Not Applicable","Ut Southwestern Medical Center",NA,2013,117720,NA,"Include"
"665","A Text Message Intervention to Increase HPV Vaccine Completion in Young Latinas","NCI",8617600,"1K01CA181437-01",1,"K01","CA",181437,1,"",NA,10096117,"RONCANCIO, ANGELICA M","Not Applicable","University Of Texas Hlth Sci Ctr Houston",NA,2013,139462,NA,"Include"
"666","Experience-dependent modulation of innate neural circuits","NIDCD",8869454,"1K99DC014516-01",1,"K99","DC",14516,1,"",NA,8748356,"ROOT, CORY MATTHEW","Not Applicable","Columbia University Health Sciences",NA,2015,175554,NA,"Include"
"667","The role of Mtss1 in Hedgehog-mediated intestinal cancer stem cell function","NCI",8950767,"1K08CA198002-01",1,"K08","CA",198002,1,"",NA,10308349,"ROPER, JATIN ","Not Applicable","Tufts Medical Center",NA,2015,175770,NA,"Include"
"668","Developing Risk Algorithms of Internalizing Disorder Etiology and Course","NIMH",9032882,"1K01MH106710-01A1",1,"K01","MH",106710,1,"A1",NA,12199551,"ROSELLINI, ANTHONY JOSEPH","Not Applicable","Harvard Medical School",NA,2015,166893,NA,"Include"
"669","Genetics of Cardiotoxic Drug Response","NHLBI",8869520,"1K23HL127296-01",1,"K23","HL",127296,1,"",NA,9130551,"ROSENBERG, MICHAEL A","Not Applicable","Massachusetts General Hospital",NA,2015,157806,NA,"Include"
"670","Improving surgical decision-making in young women with breast cancer","AHRQ",8967908,"1K01HS023680-01A1",1,"K01","HS",23680,1,"A1",NA,11565704,"ROSENBERG, SHOSHANA M","Not Applicable","Dana-Farber Cancer Inst",NA,2015,115569,NA,"Include"
"671","Role of sharp wave ripples in intra- and extra-hippocampal network plasticity","NINDS",9014067,"1K99NS094735-01",1,"K99","NS",94735,1,"",NA,12461230,"ROUX, LISA ","Not Applicable","New York University School Of Medicine",NA,2015,94716,NA,"Include"
"672","Contextualizing & responding to HIV risk behaviors among Black drug offenders","NIDA",8603594,"1K01DA036411-01",1,"K01","DA",36411,1,"",NA,8792949,"ROWELL-CUNSOLO, TAWANDRA LASHONE","Not Applicable","Columbia University Health Sciences",NA,2013,142075,NA,"Include"
"673","Regulating Intratumoral Leukocytes to Improve Response to Chemotherapy","NCI",8790105,"1K99CA185325-01A1",1,"K99","CA",185325,1,"A1",NA,10196688,"RUFFELL, BRIAN ","Not Applicable","Oregon Health & Science University",NA,2014,131436,NA,"Include"
"674","Rupon K08---Forced Chromatin Looping in the Alpha-globin locus","NHLBI",8948313,"1K08HL128804-01",1,"K08","HL",128804,1,"",NA,11261499,"RUPON, JEREMY ","Not Applicable","Children's Hosp Of Philadelphia",NA,2015,128898,NA,"Include"
"675","Innovative Ultrasound Technology in Neuromuscular Disease","NINDS",8503735,"2K24NS060951-06",2,"K24","NS",60951,6,"",NA,6713047,"RUTKOVE, SEWARD B.","Not Applicable","Beth Israel Deaconess Medical Center",NA,2013,150263,NA,"Include"
"676","Gastrointestinal Weight Loss Surgery Regulates Glucose Metabolism via Intestinal Metabolic Remodeling","NIDDK",8805649,"1K01DK103947-01",1,"K01","DK",103947,1,"",NA,10996096,"SAEIDI, NIMA ","Not Applicable","Massachusetts General Hospital",NA,2015,160164,NA,"Include"
"677","Characterization of the macrophage-derived regenerative signals in intestine","NIDDK",8700948,"1K01DK096032-01A1",1,"K01","DK",96032,1,"A1",NA,10770415,"SAHA, SUBHRAJIT ","Not Applicable","Albert Einstein College Of Medicine",NA,2014,157734,NA,"Include"
"678","Novel targeted therapies for isocitrate dehydrogenase mutant cholangiocarcinoma","NCI",8869541,"1K08CA194268-01",1,"K08","CA",194268,1,"",NA,11031336,"SAHA, SUPRIYA K","Not Applicable","Massachusetts General Hospital",NA,2015,179280,NA,"Include"
"679","Renal Mechanism for Hypertension in Polycistic Kidney Disease","NIDDK",8949801,"1K08DK106465-01",1,"K08","DK",106465,1,"",NA,10159384,"SAIGUSA, TAKAMITSU ","Not Applicable","Medical University Of South Carolina",NA,2015,159233,NA,"Include"
"680","Type VI Secretion System MIX-effectors and their use as anti-bacterial agents","NIAID",8869704,"1K99AI116948-01",1,"K99","AI",116948,1,"",NA,12253902,"SALOMON, DOR SAMUEL","Not Applicable","Ut Southwestern Medical Center",NA,2015,83917,NA,"Include"
"681","Health Information Technology for Chronic Kidney Disease Management","NIDDK",8581405,"1K23DK097187-01A1",1,"K23","DK",97187,1,"A1",NA,10369596,"SAMAL, LIPIKA ","Not Applicable","Brigham And Women's Hospital",NA,2013,184261,NA,"Include"
"682","Role of oxidative DNA damage in the onset and progression of metabolic syndrome","NIDDK",8764741,"1K99DK100640-01A1",1,"K99","DK",100640,1,"A1",NA,10518006,"SAMPATH, HARINI ","Not Applicable","Oregon Health & Science University",NA,2014,90000,NA,"Include"
"683","Statistical methods to infer structure and impact of ancient admixture","NIGMS",8750122,"1K99GM111744-01",1,"K99","GM",111744,1,"",NA,10876378,"SANKARARAMAN, SRIRAM ","Not Applicable","Harvard Medical School",NA,2014,90000,NA,"Include"
"684","Targeting intracellular calcium leak as novel therapy for diabetes","NIDDK",9014187,"1K99DK107895-01",1,"K99","DK",107895,1,"",NA,11757589,"SANTULLI, GAETANO ","Not Applicable","Columbia University Health Sciences",NA,2015,88197,NA,"Include"
"685","Co-Stimulation to Enhance Adoptive Cell Therapy for Metastatic Melanoma","NCI",8565885,"1K23CA178083-01",1,"K23","CA",178083,1,"",NA,10592805,"SARNAIK, AMOD ","Not Applicable","H. Lee Moffitt Cancer Ctr & Res Inst",NA,2013,187573,NA,"Include"
"686","Regulation of apoptotic priming and competence in healthy and cancerous cells","NCI",8767377,"1K99CA188679-01",1,"K99","CA",188679,1,"",NA,11988862,"SAROSIEK, KRISTOPHER ANDREW","Not Applicable","Dana-Farber Cancer Inst",NA,2014,90505,NA,"Include"
"687","Rapid Identification of Neutropenic Patients at High Risk of CRE Bacteremia","NIAID",8805387,"1K23AI114994-01",1,"K23","AI",114994,1,"",NA,9974181,"SATLIN, MICHAEL JOSEPH","Not Applicable","Weill Medical Coll Of Cornell Univ",NA,2015,176062,NA,"Include"
"688","Antimicrobial Chemicals in Allergic Disease","NIAID",8678041,"1K23AI110522-01",1,"K23","AI",110522,1,"",NA,10584343,"SAVAGE, JESSICA R","Not Applicable","Brigham And Women's Hospital",NA,2014,181530,NA,"Include"
"689","Imaging cellular biomechanics on-chip in 2D and 3D microenvironments","NIBIB",8509179,"1K25EB015885-01A1",1,"K25","EB",15885,1,"A1",NA,10009196,"SCARCELLI, GIULIANO ","Not Applicable","Massachusetts General Hospital",NA,2013,142344,NA,"Include"
"690","Neural Connectivity and the Transition to Alcohol Dependence","NIAAA",8509928,"1K99AA021419-01A1",1,"K99","AA",21419,1,"A1",NA,8408755,"SCHACHT, JOSEPH P.","Not Applicable","Medical University Of South Carolina",NA,2013,112284,NA,"Include"
"691","Analysis of activity-dependent interactions between microglia and synapses","NIMH",8618105,"1K99MH102351-01",1,"K99","MH",102351,1,"",NA,9010918,"SCHAFER, DOROTHY PATRICIA","Not Applicable","Boston Children's Hospital",NA,2014,90000,NA,"Include"
"692","Advancing Tourette Syndrome genetics using bioinformatics and genome biology","NINDS",8618626,"1K02NS085048-01",1,"K02","NS",85048,1,"",NA,8567617,"SCHARF, JEREMIAH M","Not Applicable","Massachusetts General Hospital",NA,2014,208088,NA,"Include"
"693","The Role of Gut and Skin Microbiome in Psoriatic Arthritis","NIAMS",8487730,"1K23AR064318-01",1,"K23","AR",64318,1,"",NA,10744643,"SCHER, JOSE U.","Not Applicable","New York University School Of Medicine",NA,2013,136836,NA,"Include"
"694","Cellular and Molecular Tumorsuppressor Processes Uncovered by DNA Fork Protection","NCI",8488140,"1K22CA175262-01",1,"K22","CA",175262,1,"",NA,10504406,"SCHLACHER, KATHARINA ","Not Applicable","Sloan-Kettering Inst Can Research",NA,2013,200060,NA,"Include"
"695","Prediction and Prevention of Persistent Post-Mastectomy Pain","NIGMS",8821992,"1K23GM110540-01A1",1,"K23","GM",110540,1,"A1",NA,11755434,"SCHREIBER, KRISTIN ","Not Applicable","Brigham And Women's Hospital",NA,2015,195912,NA,"Include"
"696","New Hepatocyte Model Systems to study Hepatitis B Virus Infection","NIDDK",8679475,"1K08DK101754-01",1,"K08","DK",101754,1,"",NA,11121272,"SCHWARTZ, ROBERT E","Not Applicable","Weill Medical Coll Of Cornell Univ",NA,2014,153457,NA,"Include"
"697","The Role of 2-Pore Domain Potassium Channels in Acute Lung Injury.","NHLBI",8632613,"1K08HL118118-01A1",1,"K08","HL",118118,1,"A1",NA,11250355,"SCHWINGSHACKL, ANDREAS ","Not Applicable","University Of Tennessee Health Sci Ctr",NA,2014,135378,NA,"Include"
"698","Contributions of Nitrergic Interneurons and NO Signaling in Cocaine Relapse","NIDA",8949028,"1K99DA040004-01",1,"K99","DA",40004,1,"",NA,10839574,"SCOFIELD, MICHAEL DAVID","Not Applicable","Medical University Of South Carolina",NA,2015,148419,NA,"Include"
"699","The Pharmacogenomic Control of Clopidogrel Response in Acute Coronary Syndromes","NIGMS",8581390,"1K23GM104401-01A1",1,"K23","GM",104401,1,"A1",NA,10799126,"SCOTT, STUART ALEXANDER","Not Applicable","Icahn School Of Medicine At Mount Sinai",NA,2013,194460,NA,"Include"
"700","Lung Microbiome and Inflammation in Early COPD","NIAID",8767264,"1K23AI102970-01A1",1,"K23","AI",102970,1,"A1",NA,10753377,"SEGAL, LEOPOLDO NICOLAS","Not Applicable","New York University School Of Medicine",NA,2014,184150,NA,"Include"
"701","BMI-based Prenatal Vitamins to Ameliorate Oxidative Stress in Obese Pregnancy","NICHD",8581677,"1K23HD074648-01A1",1,"K23","HD",74648,1,"A1",NA,10882552,"SEN, SARBATTAMA ","Not Applicable","Tufts Medical Center",NA,2013,133530,NA,"Include"
"702","Elucidating Signaling Pathways for GABA-A Receptor Alpha5 in an Aggressive Subtype of Medulloblastomas","NINDS",8820417,"1K08NS083626-01A1",1,"K08","NS",83626,1,"A1",NA,11832093,"SENGUPTA, SOMA ","Not Applicable","Beth Israel Deaconess Medical Center",NA,2014,184760,NA,"Include"
"703","Influence of genetic variation on manganese neurotoxicity and Parkinson's disease","NIEHS",8752660,"1K99ES024340-01",1,"K99","ES",24340,1,"",NA,11885985,"SEO, YOUNG AH ","Not Applicable","Harvard School Of Public Health",NA,2014,89316,NA,"Include"
"704","In Vivo Visualization of TAU and Amyloid-Beta Networks for Early AD Detection","NIBIB",8766289,"1K23EB019023-01",1,"K23","EB",19023,1,"",NA,10799026,"SEPULCRE, JORGE ","Not Applicable","Massachusetts General Hospital",NA,2014,156583,NA,"Include"
"705","Improving QoL in Outpatients with Heart Failure: A Dose-Finding Study and RCT","NHLBI",8442980,"1K23HL112850-01A1",1,"K23","HL",112850,1,"A1",NA,10231897,"SHAFFER, JONATHAN A","Not Applicable","Columbia University Health Sciences",NA,2013,124610,NA,"Include"
"706","Systolic & diastolic dysfunction in heart failure and preserved ejection fraction","NHLBI",8581266,"1K08HL116792-01A1",1,"K08","HL",116792,1,"A1",NA,11238323,"SHAH, AMIL M","Not Applicable","Brigham And Women's Hospital",NA,2013,136350,NA,"Include"
"707","Understanding the Role of HDL Subspecies in Adolescents with Type 2 Diabetes","NHLBI",8699942,"1K23HL118132-01A1",1,"K23","HL",118132,1,"A1",NA,9715868,"SHAH, AMY SANGHAVI","Not Applicable","Cincinnati Childrens Hosp Med Ctr",NA,2014,155093,NA,"Include"
"708","Sleep Apnea and ST-Elevation Myocardial Infarction: A Multidisciplinary Translational Study","NHLBI",8968133,"1K23HL125923-01A1",1,"K23","HL",125923,1,"A1",NA,9847301,"SHAH, NEOMI A","Not Applicable","Albert Einstein College Of Medicine",NA,2015,162945,NA,"Include"
"709","Omega-3 PUFA suppress adipochemokines in human obesity","NIDDK",8581038,"1K23DK095913-01A1",1,"K23","DK",95913,1,"A1",NA,10437056,"SHAH, RACHANA ","Not Applicable","Children's Hosp Of Philadelphia",NA,2013,145292,NA,"Include"
"710","A Novel Role of IEX-1 in High Fat Diet-induced Obesity and Insulin Resistance","NIDDK",8805471,"1K01DK103955-01",1,"K01","DK",103955,1,"",NA,10368153,"SHAHID, MOHD ","Not Applicable","Massachusetts General Hospital",NA,2014,157437,NA,"Include"
"711","Clinical and Translational Science Award","NCATS",8720976,"1KL2TR001071-01",1,"KL2","TR",1071,1,"",NA,1888104,"SHAMOON, HARRY ","Not Applicable","Albert Einstein College Of Medicine",NA,2013,156240,NA,"Include"
"712","Accurate Perfusion MRI for Improved Diagnosis of Microvascular Coronary Disease","NHLBI",8768394,"1K99HL124323-01",1,"K99","HL",124323,1,"",NA,10984372,"SHARIF, BEHZAD ","Not Applicable","Cedars-Sinai Medical Center",NA,2014,138051,NA,"Include"
"713","Role of Peanut Allergen in Urban Schools and Preschools","NIAID",8635611,"1K23AI104780-01A1",1,"K23","AI",104780,1,"A1",NA,9168822,"SHEEHAN, WILLIAM JAMES","Not Applicable","Boston Children's Hospital",NA,2014,182996,NA,"Include"
"714","Prenatal Pollution; Stress and Maternal-child Health: Role of Immunomodulation","NIEHS",8749143,"1K23ES024127-01",1,"K23","ES",24127,1,"",NA,10156042,"SHEFFIELD, PERRY ELIZABETH","Not Applicable","Icahn School Of Medicine At Mount Sinai",NA,2014,160230,NA,"Include"
"715","Muscle Accrual and Function in Cystic Fibrosis-Impact of Glucose Intolerance","NIDDK",9014288,"1K23DK107937-01",1,"K23","DK",107937,1,"",NA,11169943,"SHEIKH, SABA ","Not Applicable","Children's Hosp Of Philadelphia",NA,2015,121342,NA,"Include"
"716","Trajectories of Adherence to Cardiovascular Medications in Patients on Dialysis","NIDDK",8804807,"1K23DK103972-01",1,"K23","DK",103972,1,"",NA,10119781,"SHEN, JENNY I","Not Applicable","La Biomed Res Inst/ Harbor Ucla Med Ctr",NA,2015,182443,NA,"Include"
"717","Improving clinical; operational and economic outcomes related to MRSA","NIAID",8677256,"1K01AI110524-01",1,"K01","AI",110524,1,"",NA,10679325,"SHENOY, ERICA SEIGUER","Not Applicable","Massachusetts General Hospital",NA,2014,136698,NA,"Include"
"718","New region-specific targeted MRI to characterize Alzheimer's disease pathology","NIA",8768102,"1K23AG048622-01",1,"K23","AG",48622,1,"",NA,9765984,"SHEPHERD, TIMOTHY MICHAEL","Not Applicable","New York University School Of Medicine",NA,2014,163674,NA,"Include"
"719","Midcareer Investigator Award in Patient-Oriented Research for Dr. Scott Sherman","NIDA",8766822,"1K24DA038345-01",1,"K24","DA",38345,1,"",NA,8880763,"SHERMAN, SCOTT E","Not Applicable","New York University School Of Medicine",NA,2014,184430,NA,"Include"
"720","Predictive transcription factor modeling to program endodermal cell fates","NIDDK",8679893,"1K01DK101684-01",1,"K01","DK",101684,1,"",NA,10574804,"SHERWOOD, RICHARD I","Not Applicable","Brigham And Women's Hospital",NA,2014,133920,NA,"Include"
"721","The Impact of Macrophage Polarization on the Efficacy of Radiation Therapy","NCI",8968196,"1K08CA191139-01A1",1,"K08","CA",191139,1,"A1",NA,6456978,"SHIAO, STEPHEN L","Not Applicable","Cedars-Sinai Medical Center",NA,2015,176796,NA,"Include"
"722","Investigation of luminal stem cells and castration resistance in prostate cancer","NCI",8869407,"1K99CA194287-01",1,"K99","CA",194287,1,"",NA,10900556,"SHIBATA, MAHO ","Not Applicable","Columbia University Health Sciences",NA,2015,112770,NA,"Include"
"723","Midcareer Investigator Award in Patient-Oriented Research in Human Hypertension","NHLBI",8804412,"1K24HL125704-01",1,"K24","HL",125704,1,"",NA,7120933,"SHIMBO, DAICHI ","Not Applicable","Columbia University Health Sciences",NA,2015,111305,NA,"Include"
"724","Role of brain insulin in the regulation of branched-chain amino acid metabolism","NIDDK",8566862,"1K01DK099463-01",1,"K01","DK",99463,1,"",NA,10487361,"SHIN, ANDREW CHANGHUN","Not Applicable","Icahn School Of Medicine At Mount Sinai",NA,2013,144504,NA,"Include"
"725","Auditory speech and cognitive networks in hallucinators across the psychosis spectrum","NIMH",8700834,"1K23MH100611-01A1",1,"K23","MH",100611,1,"A1",NA,10369753,"SHINN, ANN KYUNGAH","Not Applicable","Mclean Hospital",NA,2014,181424,NA,"Include"
"726","Modulation of Neonatal Hyperoxic Lung Injury by the Aryl Hydrocarbon Receptor","NICHD",8579923,"1K08HD073323-01A1",1,"K08","HD",73323,1,"A1",NA,10769038,"SHIVANNA, BINOY ","Not Applicable","Baylor College Of Medicine",NA,2013,123811,NA,"Include"
"727","Gene Expression Profiling in Granulomatosis with Polyangiitis and Related Conditions:  Insights into Pathogenesis and Nonspecific Cases","NIAMS",8950808,"1K23AR068440-01",1,"K23","AR",68440,1,"",NA,11570203,"SIBLEY, CAILIN H","Not Applicable","Oregon Health & Science University",NA,2015,123785,NA,"Include"
"728","Novel CSF Diagnostics and Genotype Markers of Tuberculous Meningitis in Zambia","NINDS",8789125,"1K23NS084054-01A1",1,"K23","NS",84054,1,"A1",NA,10311547,"SIDDIQI, OMAR KHALIK","Not Applicable","Beth Israel Deaconess Medical Center",NA,2014,184400,NA,"Include"
"729","Behavioral Aspects of Low-cost Medical Devices to Improve HIV Care","NIMH",8602706,"1K23MH099916-01A1",1,"K23","MH",99916,1,"A1",NA,10917195,"SIEDNER, MARK J","Not Applicable","Massachusetts General Hospital",NA,2013,185595,NA,"Include"
"730","Overcoming apoptotic resistance in glioblastoma by CP-d/n-ATF5; a novel tumor spe","NINDS",8756885,"1K08NS083732-01A1",1,"K08","NS",83732,1,"A1",NA,11582845,"SIEGELIN, MARKUS D","Not Applicable","Columbia University Health Sciences",NA,2014,187380,NA,"Include"
"731","Dissecting the interplay of MHC/HLA loci; the microbiota and autoimmune diabetes","NIAID",8805092,"1K08AI114970-01",1,"K08","AI",114970,1,"",NA,10572709,"SILVERMAN, MICHAEL A","Not Applicable","Boston Children's Hospital",NA,2015,179631,NA,"Include"
"732","Moving Research to Practice for Child Health","NICHD",8757205,"1K24HD081057-01",1,"K24","HD",81057,1,"",NA,8203028,"SILVERSTEIN, MICHAEL ","Not Applicable","Boston Medical Center",NA,2014,176324,NA,"Include"
"733","Diet and metabolic risks: joint drivers of global epidemiologic transition and he","NHLBI",8767566,"1K99HL124321-01",1,"K99","HL",124321,1,"",NA,11038675,"SINGH, GITANJALI ","Not Applicable","Harvard School Of Public Health",NA,2014,9703,NA,"Include"
"734","Altered endosomal protein sorting in the pathogenesis of hepatocellular carcinoma","NIDDK",8950963,"1K01DK106346-01",1,"K01","DK",106346,1,"",NA,10739085,"SINGLA, AMIKA ","Not Applicable","Ut Southwestern Medical Center",NA,2015,125540,NA,"Include"
"735","Interrogating innate immunity to helminth parasites","NIAID",8679561,"1K22AI110573-01",1,"K22","AI",110573,1,"",NA,9841567,"SIRACUSA, MARK CHRISTOPHER","Not Applicable","Rbhs-New Jersey Medical School",NA,2015,162000,NA,"Include"
"736","Accumbens neuronal subtypes in addiction","NIDA",8767124,"1K08DA036657-01A1",1,"K08","DA",36657,1,"A1",NA,6677752,"SJULSON, LUCAS L","Not Applicable","New York University School Of Medicine",NA,2014,185609,NA,"Include"
"737","The role of viral and cellular miRNAs in B-cell lymphomagenesis","NCI",8634961,"1K99CA175181-01A1",1,"K99","CA",175181,1,"A1",NA,10345899,"SKALSKY, REBECCA L","Not Applicable","Oregon Health & Science University",NA,2014,99956,NA,"Include"
"738","Research Education and Career Horizons Program","NIGMS",8550480,"2K12GM084897-06",2,"K12","GM",84897,6,"",NA,7353762,"SLAUGHTER, GAYLE  ","GILBERT, HIRAM F","Baylor College Of Medicine",NA,2013,1007310,NA,"Include"
"739","Comparative Effectiveness of N-said Treatment Versus No Treatment for PDA in Pret","NHLBI",8618521,"1K08HL121182-01",1,"K08","HL",121182,1,"",NA,10702596,"SLAUGHTER, JONATHAN LEE","Not Applicable","Research Inst Nationwide Children's Hosp",NA,2014,121660,NA,"Include"
"740","Dopamine's Role in the Rapid Estradiol Enhancement of Excitatory Synapses","NIMH",8510217,"1K01MH096204-01A1",1,"K01","MH",96204,1,"A1",NA,10197942,"SMITH HAMILTON, CAROLINE COFER","Not Applicable","Ut Southwestern Medical Center",NA,2013,22046,NA,"Include"
"741","Cesarean delivery in overweight and obese women: patient and systems factors","NICHD",8678624,"1K99HD079658-01",1,"K99","HD",79658,1,"",NA,11470409,"SNOWDEN, JONATHAN M","Not Applicable","Oregon Health & Science University",NA,2014,116514,NA,"Include"
"742","Patient Centered Outcomes Research in Rheumatology","NIAMS",8562436,"2K24AR055989-06",2,"K24","AR",55989,6,"",NA,1902207,"SOLOMON, DANIEL HAL","Not Applicable","Brigham And Women's Hospital",NA,2013,145700,NA,"Include"
"743","Calanolides as tools to find new drug targets for Mycobacterium tuberculosis","NIAID",8767616,"1K08AI108799-01A1",1,"K08","AI",108799,1,"A1",NA,10502663,"SOMERSAN-KARAKAYA, SELIN S","Not Applicable","Weill Medical Coll Of Cornell Univ",NA,2014,173528,NA,"Include"
"744","Regulation of LAIR-1 in Lupus","NIAMS",8618460,"1K01AR065506-01",1,"K01","AR",65506,1,"",NA,10956198,"SON, MYOUNGSUN ","Not Applicable","Feinstein Institute For Medical Research",NA,2014,127710,NA,"Include"
"745","Integrated treatments for core deficits in autism spectrum disorder","NICHD",8891662,"1K23HD079836-01A1",1,"K23","HD",79836,1,"A1",NA,7901497,"SOORYA, LATHA V","Not Applicable","Rush University Medical Center",NA,2015,125988,NA,"Include"
"746","Therapeutic targeting of CD47 regulates tumor cell bioenergetics and mitophagy","NCI",8762707,"1K22CA181274-01A1",1,"K22","CA",181274,1,"A1",NA,11687952,"SOTO PANTOJA, DAVID R","Not Applicable","Wake Forest University Health Sciences",NA,2015,159570,NA,"Include"
"747","SES and ALLOSTATIC Load: Pregnancy Outcomes and Maternal Neurobehavior","NICHD",8822084,"1K99HD079668-01A1",1,"K99","HD",79668,1,"A1",NA,10116944,"SPICER, JULIE A","Not Applicable","Columbia University Health Sciences",NA,2015,132290,NA,"Include"
"748","CHOP Pediatric Scholars Program","NICHD",8498900,"2K12HD043245-11",2,"K12","HD",43245,11,"",NA,8428111,"ST. GEME, JOSEPH W.","Not Applicable","Children's Hosp Of Philadelphia",NA,2013,297532,NA,"Include"
"749","Analysis of autophagy and mitochondrial homeostasis in a human iPS model of NCL","NINDS",8509955,"1K08NS079359-01A1",1,"K08","NS",79359,1,"A1",NA,10463373,"STAROPOLI, JOHN FRANCOIS","Not Applicable","Massachusetts General Hospital",NA,2013,158652,NA,"Include"
"750","Comparing Noninvasive and Invasive Ventilation in Acute Respiratory Failure","NHLBI",8507871,"1K01HL114631-01A1",1,"K01","HL",114631,1,"A1",NA,10805275,"STEFAN, MIHAELA S","Not Applicable","Baystate Medical Center",NA,2013,134055,NA,"Include"
"751","Diversity of Immune Responses Elicited by HIV Vaccines","NIAID",8789614,"1K23AI114381-01",1,"K23","AI",114381,1,"",NA,10202650,"STEPHENSON, KATHRYN ELAINE","Not Applicable","Beth Israel Deaconess Medical Center",NA,2014,145636,NA,"Include"
"752","Chemical Exposures and Infant Outcomes in the Neonatal Intensive Care Unit","NIEHS",8425778,"1K23ES022268-01",1,"K23","ES",22268,1,"",NA,10399937,"STROUSTRUP, ANNEMARIE ","Not Applicable","Icahn School Of Medicine At Mount Sinai",NA,2013,145995,NA,"Include"
"753","Role of oculomotor proprioception in spatial processing by the parietal cortex","NEI",8488104,"1K08EY023265-01",1,"K08","EY",23265,1,"",NA,11433014,"SUN, LINUS DASHIH","Not Applicable","Columbia University Health Sciences",NA,2013,163766,NA,"Include"
"754","The effects of early life nutritional and hormonal signals on mammalian aging","NIA",8762628,"1K01AG048264-01",1,"K01","AG",48264,1,"",NA,10380425,"SUN, LIOU ","Not Applicable","Southern Illinois University Sch Of Med",NA,2014,146939,NA,"Include"
"755","Deconstructing how the microbiota influences the mucosal innate immune system","NIAID",8616538,"1K08AI108690-01",1,"K08","AI",108690,1,"",NA,10144729,"SURANA, NEERAJ K","Not Applicable","Boston Children's Hospital",NA,2014,179631,NA,"Include"
"756","Changes in placental thyriod hormone transport associated with maternal obesity","NICHD",8633237,"1K99HD075858-01A1",1,"K99","HD",75858,1,"A1",NA,10243582,"SUTER, MELISSA ANNE","Not Applicable","Baylor College Of Medicine",NA,2014,74472,NA,"Include"
"757","Improving immunotherapy in bladder cancer by targeting immune dysfunction","NCI",8700763,"1K23CA178204-01A1",1,"K23","CA",178204,1,"A1",NA,10641349,"SVATEK, ROBERT SCOTT","Not Applicable","University Of Texas Hlth Science Center",NA,2014,168480,NA,"Include"
"758","Preventing rapid decline in CF: statistical research career commitment","NHLBI",8967388,"1K25HL125954-01A1",1,"K25","HL",125954,1,"A1",NA,9574233,"SZCZESNIAK, RHONDA ","Not Applicable","Cincinnati Childrens Hosp Med Ctr",NA,2015,145587,NA,"Include"
"759","Impact of Cardiovascular Risk Control on Racial Disparities in Kidney Transplant","NIDDK",8698957,"1K23DK099440-01A1",1,"K23","DK",99440,1,"A1",NA,11537204,"TABER, DAVID J.","Not Applicable","Medical University Of South Carolina",NA,2014,166939,NA,"Include"
"760","Control of Proliferation-related Genes and miRs by Nkx2-1 in Lung Development","NHLBI",8616570,"1K01HL121028-01",1,"K01","HL",121028,1,"",NA,11164779,"TAGNE, JEAN-BOSCO ","Not Applicable","Boston University Medical Campus",NA,2014,134379,NA,"Include"
"761","Live imaging to determine the behavior of endogenous hematopoietic stem cells","NIDDK",8967833,"1K01DK103908-01A1",1,"K01","DK",103908,1,"A1",NA,11296557,"TAMPLIN, OWEN JAMES","Not Applicable","Boston Children's Hospital",NA,2015,81744,NA,"Include"
"762","Study of Preschoolers' Outdoor Time and Physical Activity at Child Care (SPrOuT)","NHLBI",8442187,"1K23HL112950-01A1",1,"K23","HL",112950,1,"A1",NA,10942960,"TANDON, POOJA SARIN","Not Applicable","Seattle Children's Hospital",NA,2013,153603,NA,"Include"
